"","time","supernatant","inoculant","N","comp_ind","median","sd","se","ci"
"1684",39,"41","74",5,0.9579737382,0.950819672,0.0335341783171952,0.0149969404573696,0.0416381819258066
"1685",39,"41","77",5,0.841122013,0.846014493,0.023866522338622,0.0106734332671352,0.0296342015501928
"1686",39,"50% TY","122A",5,0.7617940094,0.734853885,0.0626819057140685,0.0280322004271779,0.0778298656639616
"1687",39,"50% TY","126B",5,0.8776531386,0.883792049,0.0220021484799623,0.00983965993044787,0.0273192756507028
"1688",39,"50% TY","135A",5,1.205655472,1.1998486,0.0639185230501076,0.0285852325122856,0.0793653288896761
"1689",39,"50% TY","135B",5,1.1173067678,1.141738449,0.0505554526985512,0.0226090857734471,0.0627728855286843
"1690",39,"50% TY","137B",5,1.2180699658,1.211511789,0.108515048053977,0.0485294048060699,0.134739228431975
"1691",39,"50% TY","144A",5,0.9101162008,0.930244941,0.0719648657207283,0.0321836663486386,0.0893561829009965
"1692",39,"50% TY","145B",5,1.0013437106,1.029258778,0.0564570010407505,0.0252483384265789,0.0701006256388523
"1693",39,"50% TY","147A",5,1.1097538896,1.150928793,0.0652071379823414,0.0291615186293448,0.0809653556585786
"1694",39,"50% TY","149A",5,1.0376431654,1.018934081,0.0566639670192715,0.0253408964259794,0.0703576078432348
"1695",39,"50% TY","152A",5,1.2651595528,1.27953668,0.0606026578095826,0.027102332495877,0.0752481383976209
"1696",39,"50% TY","152B",5,0.9420335074,0.933987998,0.0420133950449227,0.0187889614572,0.0521665200695929
"1697",39,"50% TY","154C",5,0.8387541434,0.839595376,0.0286861285559329,0.0128288266924728,0.0356185330757468
"1698",39,"50% TY","157B",5,0.8640859128,0.878294574,0.0733169574391288,0.0327883401474702,0.0910350265100039
"1699",39,"50% TY","158",5,0.9233726162,0.920464701,0.119335877675678,0.053368626927483,0.148175063003937
"1700",39,"50% TY","159",5,1.0615035204,1.084288604,0.0421018336439398,0.0188285124010474,0.052276331094044
"1701",39,"50% TY","165A",5,0.787436572,0.780088217,0.0409983536899032,0.0183350211632406,0.0509061797623773
"1702",39,"50% TY","168A",5,2.2926497982,2.255014327,0.208561879890311,0.0932717081899765,0.258963777657497
"1703",39,"50% TY","170C",5,1.187856459,1.191216834,0.09120063766969,0.040786165084151,0.11324054840768
"1704",39,"50% TY","41",5,1.0200776304,0.986435569,0.0737558793060579,0.0329846319737231,0.0915800199901941
"1705",39,"50% TY","53",5,0.8836909844,0.840760547,0.0945507515199411,0.042284381544456,0.117400264165421
"1706",39,"50% TY","57",5,1.1949270434,1.048961424,0.589976961770087,0.263845718335342,0.732553153199555
"1707",39,"50% TY","67",5,1.1952816096,1.17876588,0.0427701050219424,0.0191273724467737,0.0531060996051399
"1708",39,"50% TY","74",5,1.074880568,1.073748309,0.0845601194272493,0.037816435044966,0.104995255976626
"1709",39,"50% TY","77",5,0.9333967664,0.925187032,0.0382581571309545,0.0171095680077365,0.0475037763471288
"1710",39,"53","122A",5,0.9499265594,0.97037037,0.116122080829322,0.051931373284618,0.144184607162277
"1711",39,"53","126B",5,0.9983246104,1.039056743,0.0835876910666369,0.0373815518614504,0.103787826690421
"1712",39,"53","135A",5,1.2323420912,1.229457364,0.0802162963910346,0.0358738183267249,0.0996016872979902
"1713",39,"53","135B",5,1.3039745918,1.290909091,0.0393532754189284,0.0175993197947991,0.0488635452990805
"1714",39,"53","137B",5,1.11494781,1.117322291,0.0613544206793382,0.0274385310718238,0.0761815752881827
"1715",39,"53","144A",5,0.7555230074,0.759850905,0.0283004731069061,0.0126563563324893,0.0351396785889791
"1716",39,"53","145B",5,0.7364033028,0.718434343,0.0496737967695521,0.0222147972554456,0.0616781651028433
"1717",39,"53","147A",5,1.1533147322,1.148325359,0.0661791773929555,0.0295962278691332,0.0821723019995733
"1718",39,"53","149A",5,1.1234921134,1.121591746,0.0600393202400241,0.0268504002759146,0.0745486624186645
"1719",39,"53","152A",5,1.1880969434,1.195366795,0.0410281842641157,0.01834836180159,0.0509432193124227
"1720",39,"53","152B",5,0.9047294386,0.904225352,0.0338185905949642,0.015124133494715,0.0419913264117595
"1721",39,"53","154C",5,0.5519889986,0.565028902,0.0231079074948064,0.0103341703952328,0.0286922568101241
"1722",39,"53","157B",5,0.976658048,0.922406968,0.117762099418198,0.0526648118944357,0.146220959200468
"1723",39,"53","158",5,0.9721722156,0.976209358,0.0567474226589669,0.0253782189226724,0.0704612317064918
"1724",39,"53","159",5,1.1233041392,1.141564318,0.0326592925361848,0.0146056796415922,0.0405518677489856
"1725",39,"53","165A",5,0.8522835096,0.861418347,0.0574536807404988,0.0256940671386652,0.0713381669397704
"1726",39,"53","168A",5,1.2879544918,1.269230769,0.0581140910593977,0.0259894116118852,0.0721581746567894
"1727",39,"53","170C",5,1.0452030818,1.012858556,0.144524554419539,0.0646333456199912,0.179450936079182
"1728",39,"53","41",5,1.0991456,1.086805556,0.0430937223744034,0.0192720985265339,0.0535079236208847
"1729",39,"53","57",5,1.1387722852,1.037091988,0.484619562740003,0.216728457102574,0.601734663879512
"1730",39,"53","67",5,1.2845608462,1.312661499,0.0896721012783176,0.0401025828287128,0.111342619800569
"1731",39,"53","74",5,1.158222516,1.151556157,0.0637501870879441,0.0285099503813945,0.0791563121858546
"1732",39,"53","77",5,1.0603420246,1.07605985,0.0512598142604911,0.0229240858400943,0.0636474659218638
"1733",39,"57","122A",5,0.9277363856,0.922962963,0.0587430801724095,0.0262707040946455,0.0729391677936782
"1734",39,"57","126B",5,0.754875529,0.76797153,0.0285460158151186,0.0127661663698779,0.0354445601297881
"1735",39,"57","135A",5,0.9102719222,0.914625093,0.060180282521829,0.0269134405247904,0.0747236902090864
"1736",39,"57","135B",5,1.036283859,1.008333333,0.0930040730809524,0.0415926859186736,0.11547980923093
"1737",39,"57","137B",5,1.244708428,1.26629681,0.0439710284570054,0.0196644417340883,0.0545972429990568
"1738",39,"57","144A",5,0.7883448036,0.796101159,0.0202563098254308,0.00905889714859204,0.0251515306466986
"1739",39,"57","145B",5,0.8542220722,0.854356307,0.0490957248301194,0.0219562756249543,0.0609603939872779
"1740",39,"57","147A",5,1.3216245298,1.327751196,0.0526335415217832,0.023538435347853,0.0653531736055612
"1741",39,"57","149A",5,1.0833655286,1.087447109,0.0273282075850304,0.0122215459726707,0.0339324514937713
"1742",39,"57","152A",5,1.3513811236,1.340540541,0.0743259851363647,0.0332395910519101,0.0922878998748522
"1743",39,"57","152B",5,1.0278164744,1.007878447,0.0557497270911837,0.0249320359005897,0.0692224290388079
"1744",39,"57","154C",5,0.6153392138,0.619345859,0.049407568982246,0.0220957365694624,0.0613475996440238
"1745",39,"57","157B",5,1.0337354796,1.00477327,0.0756572160008046,0.0338349355932368,0.0939408413125248
"1746",39,"57","158",5,1.1998601104,1.164432529,0.0736749764493377,0.032948451116283,0.0914795658256528
"1747",39,"57","159",5,0.9071553884,0.876404494,0.0686419762529833,0.0306976250023194,0.0852302706788871
"1748",39,"57","165A",5,0.924900153,0.928292047,0.0338504152332219,0.0151383659056157,0.04203084191934
"1749",39,"57","168A",5,1.4869775772,1.399147727,0.267755703864871,0.119743991041031,0.332462617802719
"1750",39,"57","170C",5,1.3753975606,1.434864105,0.120280820369556,0.0537912181471538,0.149348364327292
"1751",39,"57","41",5,0.987365539,1.0060015,0.0599085824286709,0.0267919325492315,0.0743863299851033
"1752",39,"57","53",5,0.7857197592,0.775549806,0.0601534527300067,0.0269014418771231,0.0746903766225013
"1753",39,"57","67",5,1.0342202994,1.057938299,0.066165693326635,0.029590197611352,0.0821555593198737
"1754",39,"57","74",5,0.9626399412,0.967263743,0.0171750411054584,0.00768091188563164,0.0213256302083175
"1755",39,"57","77",5,0.8064646856,0.784912718,0.0523057784544082,0.0233918552480201,0.0649462020048607
"1756",39,"67","122A",5,0.7784386096,0.712592593,0.108542069604686,0.0485414892109183,0.134772780118666
"1757",39,"67","126B",5,0.7915532106,0.787188612,0.0288792567608081,0.0129151962513675,0.0358583334147781
"1758",39,"67","135A",5,0.812870873,0.771263419,0.109272996917215,0.0488683698424033,0.135680346247936
"1759",39,"67","135B",5,0.8266781522,0.810107198,0.0624208453169708,0.0279154506683492,0.0775057163675286
"1760",39,"67","137B",5,1.3322704412,1.333795975,0.0411118347786071,0.0183857714489411,0.0510470851446979
"1761",39,"67","144A",5,0.7546160972,0.723628692,0.0737563318719002,0.0329848343673207,0.0915805819249074
"1762",39,"67","145B",5,0.8887162242,0.892717815,0.0687617870997635,0.0307512060418879,0.0853790354939283
"1763",39,"67","147A",5,1.309455341,1.295055821,0.060068872927284,0.0268636166394407,0.0745853569264852
"1764",39,"67","149A",5,0.92833477,0.905936777,0.116801169027971,0.0522350707595975,0.145027806530145
"1765",39,"67","152A",5,1.3323036826,1.325868726,0.0499569647790544,0.0223414338391057,0.0620297646256853
"1766",39,"67","152B",5,1.0483,1.051772651,0.0587856684578774,0.0262897501549158,0.0729920481344889
"1767",39,"67","154C",5,0.6761895728,0.672929715,0.0522170770801757,0.0233521867875238,0.0648360647018851
"1768",39,"67","157B",5,0.8504069108,0.798727128,0.144540855584704,0.0646406357226756,0.179471176649096
"1769",39,"67","158",5,0.9657157788,0.956675508,0.0610953267969246,0.0273226607650976,0.075859867742235
"1770",39,"67","159",5,0.7875958218,0.790482485,0.0575746148289426,0.0257481505071766,0.0714883264435466
"1771",39,"67","165A",5,0.9217009408,0.93068683,0.105945315816601,0.0473801856127205,0.131548484427801
"1772",39,"67","168A",5,1.2965286818,1.3125,0.18113082589556,0.0810041679046303,0.224903625479431
"1773",39,"67","170C",5,1.1342600302,1.084960938,0.192531669953597,0.0861027803675594,0.239059643095431
"1774",39,"67","41",5,0.934674167,0.92648162,0.0471188965261422,0.0210722111314465,0.0585058374515992
"1775",39,"67","53",5,0.8744980248,0.863441519,0.0426024698119548,0.0190524037017827,0.0528979530000669
"1776",39,"67","57",5,1.1368017768,0.970326409,0.408695945402211,0.182774383209577,0.507463041617777
"1777",39,"67","74",5,0.9593020334,0.949932341,0.0644288312125212,0.0288134492604115,0.0799989601629345
"1778",39,"67","77",5,0.8265415022,0.822319202,0.0188198729160565,0.00841650303364192,0.0233679586506375
"1779",39,"74","122A",5,1.1048843398,1.111190306,0.0564645351925784,0.0252517078017069,0.070109980523934
"1780",39,"74","126B",5,0.971763036,0.980406386,0.124812314234684,0.0558177638115637,0.154974957117703
"1781",39,"74","135A",5,1.0890968364,1.080242241,0.0554581569182049,0.0248016417551913,0.06886039685207
"1782",39,"74","135B",5,1.1895149956,1.194205168,0.0937062887350909,0.0419067263061772,0.116351725127649
"1783",39,"74","137B",5,1.3072637856,1.279666898,0.0567207754850922,0.025366301944234,0.0704281448700377
"1784",39,"74","144A",5,0.8926656362,0.885304659,0.0117692037031987,0.0052633479042789,0.0146133965257882
"1785",39,"74","145B",5,1.018421333,1.019505852,0.0515108225972925,0.0230363401808957,0.063959133936919
"1786",39,"74","147A",5,1.295404995,1.328990228,0.0749752532220518,0.0335299525669536,0.0930940726820325
"1787",39,"74","149A",5,0.9272367062,0.924964937,0.020535269170576,0.00918365156033272,0.0254979044225279
"1788",39,"74","152A",5,1.402523126,1.4,0.0748956465876962,0.0334943513977778,0.0929952279901349
"1789",39,"74","152B",5,1.0350931928,1.033745782,0.0704831768475978,0.0315210349402736,0.0875164231706912
"1790",39,"74","154C",5,0.8990945178,0.897703549,0.0566934733946892,0.0253540920782202,0.0703942448473085
"1791",39,"74","157B",5,1.0715107666,1.074418605,0.0470421619348093,0.0210378943789573,0.0584105588721242
"1792",39,"74","158",5,1.2191042488,1.204152249,0.08729941497104,0.0390414852542417,0.108396540633791
"1793",39,"74","159",5,1.046781205,1.05365223,0.048794165441211,0.0218214141663837,0.0605859585507499
"1794",39,"74","165A",5,0.9180920084,0.913957935,0.0231134739423063,0.0103366597862334,0.0286991684675825
"1795",39,"74","168A",5,2.0856107402,2.136103152,0.215199925154525,0.096240332279677,0.267205999480518
"1796",39,"74","170C",5,1.3434352542,1.368322399,0.103063199768855,0.04609126413236,0.12796986469267
"1797",39,"74","41",5,1.0357428018,1.052797478,0.0858936934362566,0.0384128274723994,0.106651106812551
"1798",39,"74","53",5,0.8817411174,0.883649724,0.0264928591499155,0.0118479667955077,0.0328952294159333
"1799",39,"74","57",5,1.2611748726,1.183640738,0.303342139455255,0.135658728852434,0.376649013699696
"1800",39,"74","67",5,1.2421885806,1.208990536,0.0757790238776203,0.0338894097317878,0.0940920857678646
"1801",39,"74","77",5,0.903981176,0.895531401,0.0857244867336215,0.0383371559345313,0.106441008941634
"1802",39,"77","122A",5,0.9575134726,0.960740741,0.0695466963047337,0.0311022281095836,0.0863536289955986
"1803",39,"77","126B",5,0.894346371,0.915820029,0.0516401649202821,0.0230941838262102,0.0641197336428192
"1804",39,"77","135A",5,1.1095453166,1.118084228,0.041921782513142,0.0187479910874695,0.0520527680870965
"1805",39,"77","135B",5,1.1378081828,1.143181818,0.0707820981727506,0.0316547166208668,0.0878875830184289
"1806",39,"77","137B",5,1.2865312998,1.280360861,0.0489985166356194,0.0219128027987799,0.0608396940718369
"1807",39,"77","144A",5,0.8042867262,0.803891449,0.02971060767665,0.0132869876835633,0.0368905919168526
"1808",39,"77","145B",5,0.896584533,0.899193548,0.0523704475240074,0.0234207761351532,0.0650264992603795
"1809",39,"77","147A",5,1.3177633646,1.330940989,0.0425703987087143,0.0190380610683909,0.0528581314657905
"1810",39,"77","149A",5,1.0610130634,1.055007052,0.061893525271511,0.0276796259748399,0.0768509620515501
"1811",39,"77","152A",5,1.3641540602,1.368148148,0.0488071348434423,0.0218272142593871,0.0606020621905789
"1812",39,"77","152B",5,1.0277482834,1.034929577,0.0427368573832157,0.0191125036507168,0.0530648172091076
"1813",39,"77","154C",5,0.700646245,0.684064022,0.0455661564676707,0.0203778046670207,0.0565778560224263
"1814",39,"77","157B",5,1.0242077072,1.064439141,0.0743598824911082,0.0332547504098029,0.0923299889998715
"1815",39,"77","158",5,1.1632849144,1.208015267,0.0700254246550759,0.0313163219364079,0.086948048753138
"1816",39,"77","159",5,1.0467946184,1.058627582,0.0232664288781025,0.0104050633130203,0.0288890871047082
"1817",39,"77","165A",5,0.9725170746,0.960234681,0.0256822672632591,0.011485459083393,0.0318887466530359
"1818",39,"77","168A",5,2.2869731082,2.248579545,0.122134498649078,0.054620208275439,0.151650009911227
"1819",39,"77","170C",5,1.3032697254,1.338517841,0.118089454189218,0.0528112093985876,0.146627423834284
"1820",39,"77","41",4,1.0379971915,1.0338720705,0.0367406018481577,0.0183703009240788,0.0584624963027846
"1821",39,"77","53",5,1.0350096788,1.031674208,0.0487441291329178,0.0217990372490464,0.0605238302681393
"1822",39,"77","57",5,1.2867931608,1.129911788,0.370897600120803,0.16587044931233,0.460530197090177
"1823",39,"77","67",5,1.368347952,1.379250218,0.063734281773492,0.0285028373085308,0.0791365631295194
"1824",39,"77","74",5,1.1564391158,1.143977192,0.0457385031663417,0.0204548804538059,0.0567918527133753
"1825",48,"100% TY","122A",5,1.2423610298,1.241954023,0.0464237954145313,0.020761352464087,0.0576427554262006
"1826",48,"100% TY","126B",5,1.1271167508,1.140749149,0.0531674956185997,0.0237772268793222,0.0660161651842716
"1827",48,"100% TY","135A",5,1.509647714,1.497289973,0.0587228555821848,0.0262616593829336,0.0729140556481178
"1828",48,"100% TY","135B",5,1.31382281,1.323445522,0.0663651112316364,0.0296793800096547,0.0824031693531111
"1829",48,"100% TY","137B",5,1.6647857894,1.642816256,0.0732512476391726,0.0327589538315722,0.0909534370170691
"1830",48,"100% TY","144A",5,1.3969867886,1.395716946,0.0237412788266255,0.0106174226658222,0.0294786911903382
"1831",48,"100% TY","145B",5,1.7081103324,1.714369501,0.0853108999138032,0.038152194285789,0.105927473077334
"1832",48,"100% TY","147A",5,1.4188331908,1.426979472,0.0801177394009494,0.0358297423008272,0.09947931263163
"1833",48,"100% TY","149A",5,1.2251329748,1.219977553,0.0735571419336893,0.0328957539188659,0.0913332549498265
"1834",48,"100% TY","152A",5,1.4420629418,1.438814532,0.0663121748596321,0.029655706144398,0.0823374401657979
"1835",48,"100% TY","152B",5,1.4695854664,1.456613757,0.0593341526261971,0.0265350397319049,0.0736730811798762
"1836",48,"100% TY","154C",5,1.1572001986,1.135338346,0.048111865187316,0.0215162802166289,0.0597387708895233
"1837",48,"100% TY","157B",5,1.2710149338,1.274647887,0.0885237167127897,0.0395890096381464,0.10991671202946
"1838",48,"100% TY","158",5,1.2834502906,1.290855457,0.089578949019125,0.0400609238719503,0.111226955993978
"1839",48,"100% TY","159",5,1.2107885032,1.199057098,0.054043440849586,0.0241689614955326,0.0671037948419855
"1840",48,"100% TY","165A",5,1.1592846822,1.136266094,0.0461258214326174,0.0206280944482698,0.0572727718604566
"1841",48,"100% TY","168A",5,2.120787924,2.080548415,0.142829414196373,0.0638752558659128,0.17734614149217
"1842",48,"100% TY","170C",5,1.5545503902,1.54587766,0.0722430473503114,0.0323080729554065,0.0897015910154115
"1843",48,"100% TY","41",5,1.162865327,1.193701723,0.0822666966265085,0.0367907851882451,0.102147595452287
"1844",48,"100% TY","53",5,1.0983833914,1.084312724,0.0385140167820473,0.0172239919222451,0.0478214680644837
"1845",48,"100% TY","57",5,1.3629374592,1.267538644,0.268763167256393,0.120194542366688,0.33371354882548
"1846",48,"100% TY","67",5,1.3172617096,1.337780149,0.0455666891985598,0.020378042911517,0.056578517495192
"1847",48,"100% TY","74",5,1.1229768124,1.075295276,0.110019566157943,0.0492022457568391,0.136607334396315
"1848",48,"100% TY","77",5,1.060198227,1.064377682,0.0297622625586457,0.0133100884490657,0.0369547299241582
"1849",48,"122A","126B",5,0.8926247136,0.901206203,0.0726090455771069,0.0324717523383583,0.0901560378370299
"1850",48,"122A","135A",5,1.2270754824,1.241869919,0.0437565285393788,0.0195685144546921,0.0543309061737222
"1851",48,"122A","135B",5,1.1977703296,1.210283073,0.0461536731213398,0.0206405501021242,0.0573073542996324
"1852",48,"122A","137B",5,0.6809604296,0.659359191,0.0482309715177718,0.0215695461869188,0.0598866609320084
"1853",48,"122A","144A",5,0.4398076126,0.455269321,0.0889548284432876,0.0397818086652046,0.110452007944422
"1854",48,"122A","145B",5,0.2690328892,0.307785888,0.111703057634199,0.0499551260329291,0.138697665153665
"1855",48,"122A","147A",5,1.0115872966,1.02310803,0.0460613064557409,0.0205992424734973,0.0571926659363241
"1856",48,"122A","149A",5,1.0805853216,1.072674419,0.048605494320032,0.0217370378759143,0.0603516924120813
"1857",48,"122A","152A",5,0.727788894,0.721311475,0.0361522516584556,0.0161677784495972,0.0448889493383066
"1858",48,"122A","152B",5,0.7864842754,0.752864973,0.0553157751219985,0.0247379666801761,0.0686836065017209
"1859",48,"122A","154C",5,0.522832215,0.534138973,0.0570398669637529,0.0255090039916992,0.0708243492712242
"1860",48,"122A","157B",5,1.0001344626,0.994571773,0.0586202041093436,0.026215752248681,0.0727865970099283
"1861",48,"122A","158",5,0.8789394764,0.89371697,0.0547927707994953,0.0245040720366474,0.0680342108635638
"1862",48,"122A","159",5,1.0627463506,1.05866946,0.0345861008161061,0.0154673745002948,0.0429443162216047
"1863",48,"122A","165A",5,0.9334807566,0.962983735,0.0826520386376359,0.0369631153745386,0.102626060754499
"1864",48,"122A","168A",5,1.2010723028,1.148685403,0.126428603667169,0.0565405904200337,0.156981845516696
"1865",48,"122A","170C",5,0.9316557644,0.907754011,0.083039960723721,0.0371365994054305,0.103107729642899
"1866",48,"122A","41",5,0.6459338654,0.657193606,0.0424492233308245,0.0189838697919587,0.052707672361596
"1867",48,"122A","53",5,0.5861410888,0.572067594,0.0274515032874835,0.0122766854870744,0.0340855433286406
"1868",48,"122A","57",5,0.520408855,0.497206704,0.119568371627005,0.0534726013833882,0.148463742373101
"1869",48,"122A","67",5,0.7624415762,0.758271078,0.0226706112693528,0.0101386055779491,0.0281492818304279
"1870",48,"122A","74",5,0.5341059376,0.526538281,0.0256976837985348,0.0114923535675637,0.0319078888098648
"1871",48,"122A","77",5,0.6545415078,0.655507035,0.0277484841556615,0.012409499368927,0.0344542937808125
"1872",48,"126B","122A",5,1.2271760152,1.236781609,0.0680834943003927,0.0304478642802795,0.0845368237447087
"1873",48,"126B","135A",5,1.2063332692,1.210212202,0.0658577089164926,0.0294524627959343,0.0817731461657918
"1874",48,"126B","135B",5,1.1861177298,1.174665179,0.0656238672907516,0.0293478856417091,0.0814827934378279
"1875",48,"126B","137B",5,1.4099967198,1.413256484,0.0712049571169826,0.0318438248897061,0.0884126317458002
"1876",48,"126B","144A",5,1.0161914664,1.020484171,0.0149966113230692,0.00670668847010516,0.01862075237491
"1877",48,"126B","145B",5,1.1395712332,1.15659824,0.0567146087384007,0.0253635440912735,0.0704204878426847
"1878",48,"126B","147A",5,1.3959210606,1.395307918,0.0624522818482058,0.0279295095125129,0.0775447499765916
"1879",48,"126B","149A",5,0.8912910756,0.896788991,0.0451874495595262,0.0202084417889887,0.0561076292887122
"1880",48,"126B","152A",5,1.2343003454,1.212237094,0.073325549000838,0.0327921824106731,0.0910456943428666
"1881",48,"126B","152B",5,1.3111374464,1.292476333,0.0592608895462148,0.0265022754864886,0.0735821130510647
"1882",48,"126B","154C",5,0.8021796932,0.804833837,0.0286366242149382,0.0128066876781437,0.0355570653177789
"1883",48,"126B","157B",5,1.1953291526,1.188500296,0.0505138134891458,0.0225904641528952,0.062721183621452
"1884",48,"126B","158",5,1.1470055228,1.139705882,0.0402442242907064,0.0179977642431536,0.0499698044374076
"1885",48,"126B","159",5,1.09310845,1.109481404,0.0274636078026291,0.0122820987908145,0.0341005730693125
"1886",48,"126B","165A",5,1.1150541162,1.11487965,0.0568339523755017,0.0254169161883215,0.0705686725402877
"1887",48,"126B","168A",5,1.9245131916,1.876699909,0.156045030397712,0.0697854591040611,0.193755496343451
"1888",48,"126B","170C",5,1.4980171192,1.52540107,0.0923600578999284,0.0413046735740113,0.114680158766356
"1889",48,"126B","41",5,0.9825228428,0.993431856,0.0344408848938644,0.0154024319655853,0.0427640068389913
"1890",48,"126B","53",5,1.0543193278,1.077253219,0.0577048706468692,0.0258064026798464,0.0716500604032226
"1891",48,"126B","57",5,1.1724810334,1.060388946,0.380131011742524,0.169999756522411,0.471994991881465
"1892",48,"126B","67",5,1.2124394394,1.217975207,0.0705240440121382,0.0315393112918656,0.0875671664576097
"1893",48,"126B","74",5,1.0387723724,1.034204276,0.0301523941566793,0.0134845606037405,0.0374391422839983
"1894",48,"126B","77",5,0.9943845966,1.008841322,0.0467127838975714,0.0208905920426454,0.0580015820214869
"1895",48,"135A","122A",5,0.8243784268,0.805380653,0.0653894438517199,0.0292430482926703,0.0811917182932471
"1896",48,"135A","126B",5,0.8135874768,0.798391729,0.0297535883278906,0.0133062092151415,0.0369439594441175
"1897",48,"135A","135B",5,1.051697966,1.074776786,0.035528769575186,0.0158889487854084,0.0441147940819857
"1898",48,"135A","137B",5,0.2685308092,0.228729282,0.0677368784230978,0.0302928529475371,0.0841064432886658
"1899",48,"135A","144A",5,0.6487817564,0.646469248,0.0265363830847559,0.0118674312908979,0.0329492715188847
"1900",48,"135A","145B",5,0.2414187218,0.232142857,0.063168138204834,0.028249650207622,0.0784336030425021
"1901",48,"135A","147A",5,0.8863616438,0.848093842,0.0714152716157041,0.0319378803928651,0.0886737716871629
"1902",48,"135A","149A",5,0.9586209686,0.968023256,0.0321555697984141,0.0143804079848986,0.039926413360419
"1903",48,"135A","152A",5,0.4177177028,0.41848089,0.0408598855887855,0.0182730963458777,0.0507342489063197
"1904",48,"135A","152B",5,0.5013477054,0.4935,0.0582897386561212,0.0260679636051569,0.072376269954012
"1905",48,"135A","154C",5,0.0928340138,0.085800604,0.022137678218175,0.00990027067197115,0.0274875580473276
"1906",48,"135A","157B",5,0.5816854978,0.560165975,0.0489613280335579,0.0218961715503403,0.0607935183235136
"1907",48,"135A","158",5,0.8102464776,0.819729888,0.0312422885960451,0.0139719762146847,0.0387924249712013
"1908",48,"135A","159",5,0.7559087076,0.755825735,0.0253494363386633,0.0113366125689109,0.0314754824764765
"1909",48,"135A","165A",5,0.7852305882,0.806378132,0.0517421288358,0.0231397834754802,0.0642463385658337
"1910",48,"135A","168A",5,0.5780774142,0.558429973,0.123703848303436,0.0553220427769611,0.153598614877637
"1911",48,"135A","170C",5,0.7657710562,0.776218612,0.0579735953106833,0.0259265800029502,0.07198372614371
"1912",48,"135A","41",5,0.874428407,0.893428064,0.0452214368694562,0.0202236413760638,0.056149830107848
"1913",48,"135A","53",5,0.8383129154,0.839550332,0.0357866854953494,0.0160042922914014,0.0444350389946162
"1914",48,"135A","57",5,0.7912357498,0.729360646,0.153698289156747,0.0687359645159811,0.190841632231445
"1915",48,"135A","67",5,0.576763936,0.582644628,0.0356874134527075,0.0159598964842789,0.0443117764732396
"1916",48,"135A","74",5,0.8920651624,0.917185256,0.0590043241973459,0.0263875359743402,0.0732635450941876
"1917",48,"135A","77",5,0.7526911382,0.745269287,0.0188813915464958,0.00844401500155091,0.0234443441192728
"1918",48,"135B","122A",5,0.889763368,0.877133106,0.0563619064111431,0.0252058108153594,0.0699825500608463
"1919",48,"135B","126B",5,0.7520456718,0.7446084,0.0481702100098103,0.0215423728144753,0.059811215555096
"1920",48,"135B","135A",5,1.1131240908,1.120689655,0.0759678529425302,0.033973856656841,0.0943265480195776
"1921",48,"135B","137B",5,0.6407070188,0.635374928,0.0136681447266141,0.0061125801470029,0.0169712432292754
"1922",48,"135B","144A",5,0.6481588504,0.634168565,0.0322590427953516,0.0144266825158962,0.0400548920555026
"1923",48,"135B","145B",5,0.5624231432,0.57727797,0.0600613949522508,0.0268602723873391,0.0745760717941071
"1924",48,"135B","147A",5,1.0093662096,1.007505774,0.0352452540121233,0.015762156771071,0.0437627630144002
"1925",48,"135B","149A",5,0.9935078042,0.99028016,0.0248137290716106,0.0110970369958768,0.030810314049401
"1926",48,"135B","152A",5,0.5044133622,0.505122951,0.0310584069647942,0.0138897418492266,0.0385641057697461
"1927",48,"135B","152B",5,0.5425004912,0.533,0.0360553670667787,0.0161244503430049,0.0447686512288408
"1928",48,"135B","154C",5,0.3379629816,0.325075529,0.0487621713329727,0.0218071059662037,0.0605462326183958
"1929",48,"135B","157B",5,0.8152078774,0.787655719,0.0568160253540144,0.0254088989805856,0.070546413203112
"1930",48,"135B","158",5,0.9067762336,0.905014749,0.0912470894274173,0.0408069389417415,0.113298225882903
"1931",48,"135B","159",5,0.9515810086,0.945288754,0.033895505461855,0.0151585308688847,0.0420868288329045
"1932",48,"135B","165A",5,0.836675691,0.814918676,0.0426122302228918,0.0190567686902514,0.0529100721509352
"1933",48,"135B","168A",5,0.8515325334,0.856716418,0.0914734239840355,0.0409081588325926,0.113579257353406
"1934",48,"135B","170C",5,1.0853119316,1.108567208,0.0549222557463909,0.0245619794653117,0.0681949876604334
"1935",48,"135B","41",5,0.938527342,0.872251931,0.096708993332516,0.043249576625416,0.120080075323513
"1936",48,"135B","53",5,0.743487614,0.769486692,0.0764853180083885,0.0342052740694891,0.094969065762182
"1937",48,"135B","57",5,0.8333485438,0.843043995,0.0369759812023849,0.0165361615006574,0.0459117446572605
"1938",48,"135B","67",5,0.7532588092,0.750800427,0.0614708012009344,0.027490578023333,0.076326080791941
"1939",48,"135B","74",5,0.8010229802,0.817616084,0.054412993552751,0.0243342304886418,0.0675626551289445
"1940",48,"135B","77",5,0.75367602,0.754973314,0.0279066237356064,0.012480221539065,0.034650650003921
"1941",48,"137B","122A",5,0.9677073164,0.931491077,0.102438622153811,0.0458119445314673,0.127194349153985
"1942",48,"137B","126B",5,0.905131828,0.926012918,0.0804587064328312,0.035982227393102,0.0999026791196921
"1943",48,"137B","135A",5,1.3077683284,1.27489042,0.0885587100650244,0.0396046591410179,0.109960162015106
