"","inoculant","supernatant","time","N","OD","median","sd","se","ci"
"2273","41","100% TY",62,5,0.28332,0.286,0.00707862981091679,0.00316565948895329,0.0087892797928273
"2274","41","122A",0,5,0,0,0,0,0
"2275","41","122A",24,5,0.02366,0.0237,0.00248253902285543,0.00111022520238013,0.00308247932881554
"2276","41","122A",39,5,0.08268,0.0821,0.00278603661138902,0.0012459534501738,0.00345932135803935
"2277","41","122A",48,5,0.11332,0.1137,0.00220159033428111,0.000984581129211808,0.00273363545687024
"2278","41","122A",62,5,0.16418,0.1641,0.00269573737593261,0.00120557040441445,0.00334720004830781
"2279","41","126B",0,5,0,0,0,0,0
"2280","41","126B",24,5,0.03526,0.0357,0.00180914344373242,0.000809073544246751,0.00224634828166892
"2281","41","126B",39,5,0.1405,0.1376,0.00757495874576224,0.00338762453645618,0.00940555356249172
"2282","41","126B",48,5,0.1727,0.172,0.00763838988269124,0.00341599180326885,0.00948431372158159
"2283","41","126B",62,5,0.24242,0.2431,0.00388419875907503,0.00173706649268242,0.00482286976101121
"2284","41","135A",0,5,0,0,0,0,0
"2285","41","135A",24,5,0.04302,0.0393,0.00709415252161948,0.00317260145621854,0.00880855378386135
"2286","41","135A",39,5,0.11912,0.1183,0.00822538752886452,0.00367850513116402,0.0102131675658653
"2287","41","135A",48,5,0.1535,0.1536,0.00225721066805915,0.00100945529866359,0.00280269722289051
"2288","41","135A",62,5,0.20856,0.2101,0.0085765960613754,0.00383557036175847,0.010649250556546
"2289","41","135B",0,5,0,0,0,0,0
"2290","41","135B",24,5,0.04228,0.0304,0.0228420007880221,0.0102152533008242,0.028362090025429
"2291","41","135B",39,5,0.12262,0.1128,0.0269892015443214,0.012069937862309,0.0335115198978493
"2292","41","135B",48,5,0.16524,0.1589,0.020492022838168,0.00916431121252437,0.0254442070085226
"2293","41","135B",62,5,0.20506,0.1977,0.0161506346624521,0.00722278339700146,0.0200536616085086
"2294","41","137B",0,5,0,0,0,0,0
"2295","41","137B",24,5,0.03868,0.037,0.00455488748488917,0.00203700760921505,0.00565563980585577
"2296","41","137B",39,5,0.1091,0.1084,0.00604028145039616,0.00270129598526337,0.00750000001597493
"2297","41","137B",48,5,0.1625,0.1605,0.00464811789867684,0.00207870151777498,0.00577140065419356
"2298","41","137B",62,5,0.2309,0.2313,0.0046984039843334,0.00210119013894507,0.00583383907636391
"2299","41","144A",0,5,0,0,0,0,0
"2300","41","144A",24,5,0.04524,0.0464,0.00423650799597971,0.00189462397324641,0.00526031945671038
"2301","41","144A",39,5,0.13486,0.1338,0.0028324900705916,0.0012667280686872,0.00351700094592322
"2302","41","144A",48,5,0.16516,0.1657,0.00387337062517906,0.00173222400399025,0.00480942485698484
"2303","41","144A",62,5,0.21026,0.2111,0.00507277044621576,0.00226861191039808,0.00629867643421815
"2304","41","145B",0,5,0,0,0,0,0
"2305","41","145B",24,5,0.05892,0.0582,0.00427633020240486,0.00191243300536254,0.00530976525675753
"2306","41","145B",39,5,0.14128,0.142,0.005224653098532,0.00233653589743449,0.00648726365555093
"2307","41","145B",48,5,0.17382,0.1723,0.00341423490697403,0.00152689226862932,0.00423933256540023
"2308","41","145B",62,5,0.21714,0.2185,0.00775970360258689,0.00347024494812686,0.00963494460006419
"2309","41","147A",0,5,0,0,0,0,0
"2310","41","147A",24,5,0.04128,0.0398,0.00387775708367608,0.00173418568786621,0.00481487136458021
"2311","41","147A",39,5,0.11654,0.1157,0.00497423360931108,0.00222454489727674,0.00617632679133674
"2312","41","147A",48,5,0.1621,0.1626,0.00491579088245218,0.00219840851526735,0.00610376056143918
"2313","41","147A",62,5,0.21856,0.2215,0.00913580866699823,0.00408565784176796,0.0113436047162896
"2314","41","149A",0,5,0,0,0,0,0
"2315","41","149A",24,5,0.04312,0.0417,0.00502364409567397,0.00224664193853849,0.00623767801338728
"2316","41","149A",39,5,0.11804,0.1157,0.00589347096370212,0.00263564033965183,0.00731771072008817
"2317","41","149A",48,5,0.1732,0.1717,0.00390832444917256,0.00174785582929485,0.00485282576183713
"2318","41","149A",62,5,0.22736,0.2277,0.00311014469116792,0.00139089898986231,0.00386175469222777
"2319","41","152A",0,5,0,0,0,0,0
"2320","41","152A",24,5,0.03436,0.045,0.0195633074913216,0.0087489770830652,0.024291054597764
"2321","41","152A",39,5,0.12512,0.1306,0.0144175934191529,0.00644774379143588,0.0179018066893016
"2322","41","152A",48,5,0.15438,0.1541,0.00344557687477728,0.00154090882274066,0.00427824875845439
"2323","41","152A",62,5,0.22518,0.2253,0.00612266281939484,0.00273813805349548,0.00760228999598333
"2324","41","152B",0,5,0,0,0,0,0
"2325","41","152B",24,5,0.04828,0.047,0.0095784654303286,0.0042836199644693,0.0118932356828783
"2326","41","152B",39,5,0.12294,0.1202,0.00964821226963835,0.00431481169925178,0.0119798378222378
"2327","41","152B",48,5,0.16262,0.1662,0.0118937798869829,0.00531906006734272,0.0147680782882268
"2328","41","152B",62,5,0.24024,0.2406,0.00770863152576383,0.00344740482102117,0.00957153024095949
"2329","41","154C",0,5,0,0,0,0,0
"2330","41","154C",24,5,0.02768,0.0279,0.00224988888614527,0.00100618089824842,0.00279360602988535
"2331","41","154C",39,5,0.13402,0.1352,0.00672101182858652,0.00300572786525993,0.00834523841905753
"2332","41","154C",48,5,0.18908,0.1899,0.00161616830806695,0.000722772439983705,0.00200673800316462
"2333","41","154C",62,5,0.25796,0.2542,0.00584747808888584,0.00261507170073786,0.0072606030232549
"2334","41","157B",0,5,0,0,0,0,0
"2335","41","157B",24,5,0.04416,0.0434,0.0030533588062984,0.00136550357011617,0.00379124570337915
"2336","41","157B",39,5,0.11256,0.1137,0.00477367782741986,0.00213485362495886,0.0059273038973308
"2337","41","157B",48,5,0.15994,0.1586,0.00592013513359281,0.00264756491893967,0.00735081865988343
"2338","41","157B",62,5,0.21826,0.2197,0.00805748099594408,0.00360341504686874,0.0100046840688748
"2339","41","158",0,5,0,0,0,0,0
"2340","41","158",24,5,0.01178,0.0117,0.00389319919860261,0.00174109161160463,0.00483404528274061
"2341","41","158",39,5,0.0994,0.0972,0.00381641192745228,0.00170675129998486,0.00473870129263293
"2342","41","158",48,5,0.14574,0.1433,0.00571515529097854,0.00255589514651912,0.00709630256895181
"2343","41","158",62,5,0.22032,0.2188,0.00858556928805539,0.00383958331072527,0.0106603922890623
"2344","41","159",0,5,0,0,0,0,0
"2345","41","159",24,5,0.07482,0.0761,0.00565437883414261,0.00252871508873578,0.00702083863056025
"2346","41","159",39,5,0.14402,0.146,0.00461865781369437,0.00206552656724623,0.0057348211272868
"2347","41","159",48,5,0.18014,0.1812,0.00471995762692845,0.00211082922094612,0.00586060145840433
"2348","41","159",62,5,0.2515,0.2497,0.00614288205975014,0.00274718037267305,0.00762739549880353
"2349","41","165A",0,5,0,0,0,0,0
"2350","41","165A",24,5,0.04164,0.0421,0.00152577848982085,0.000682348884369279,0.00189450422004426
"2351","41","165A",39,5,0.10376,0.1064,0.00395449111770402,0.00176850219112106,0.00491014925206964
"2352","41","165A",48,5,0.1548,0.1568,0.00546946066810979,0.00244601717083098,0.00679123240118344
"2353","41","165A",62,5,0.21554,0.214,0.00677554425858175,0.00303011550934944,0.00841294937411717
"2354","41","168A",0,5,0,0,0,0,0
"2355","41","168A",24,5,0.03354,0.0278,0.0167020358040569,0.00746937748410133,0.0207383165546078
"2356","41","168A",39,5,0.1181,0.1164,0.017030120375382,0.00761610136487166,0.0211456873551882
"2357","41","168A",48,5,0.16632,0.1655,0.0202550487533355,0.00905833318000613,0.0251499648188788
"2358","41","168A",62,5,0.2237,0.2202,0.0206655510451572,0.00924191538589269,0.0256596707358139
"2359","41","170C",0,5,0,0,0,0,0
"2360","41","170C",24,5,0.03106,0.0295,0.00594331557297777,0.00265793152658228,0.00737960097693027
"2361","41","170C",39,5,0.12362,0.1211,0.0080924038455826,0.00361903302002068,0.0100480465139856
"2362","41","170C",48,5,0.15556,0.1551,0.00204401565551735,0.000914111590562117,0.00253798065122076
"2363","41","170C",62,5,0.22788,0.2279,0.00662774471445605,0.00296401754380773,0.00822943200122536
"2364","41","41",0,5,0,0,0,0,0
"2365","41","50% TY",0,5,0,0,0,0,0
"2366","41","50% TY",24,5,0.04764,0.0484,0.00453354166187981,0.00202746146695813,0.00562913546591303
"2367","41","50% TY",39,5,0.1379,0.1406,0.00858108384762671,0.00383757736078375,0.0106548228791659
"2368","41","50% TY",48,5,0.1694,0.173,0.00805481222624091,0.00360222153677422,0.0100013703536149
"2369","41","50% TY",62,5,0.22878,0.2292,0.0092123286958293,0.00411987863898926,0.0114386168812307
"2370","41","53",0,5,0,0,0,0,0
"2371","41","53",24,5,0.06386,0.0633,0.00381942404034954,0.00170809835782369,0.00474244132477599
"2372","41","53",39,5,0.1487,0.148,0.00701890304819777,0.00313894886865014,0.00871511922182983
"2373","41","53",48,5,0.1967,0.1975,0.00914549069213894,0.00408998777504286,0.0113556265383365
"2374","41","53",62,5,0.25036,0.2491,0.0115480734323955,0.00516445544079915,0.0143388270296189
"2375","41","57",0,5,0,0,0,0,0
"2376","41","57",24,5,0.04664,0.0474,0.00500829312241207,0.00223977677459161,0.00621861726255058
"2377","41","57",39,5,0.13336,0.1341,0.00274189715343227,0.00122621368447754,0.00340451498219423
"2378","41","57",48,5,0.17456,0.1745,0.00342023391012953,0.00152957510439991,0.00424678131164353
"2379","41","57",62,5,0.23784,0.2347,0.00725106888672284,0.0032427765880492,0.0090033911851392
"2380","41","67",0,5,0,0,0,0,0
"2381","41","67",24,5,0.06182,0.0498,0.0195678818475583,0.00875102279736489,0.024296734411218
"2382","41","67",39,5,0.12636,0.1266,0.00487421788597925,0.00217981650603898,0.0060521408684213
"2383","41","67",48,5,0.18626,0.1879,0.00497724823572222,0.00222589307919316,0.00618006994441949
"2384","41","67",62,5,0.25338,0.2537,0.00641770987190913,0.00287008710669206,0.00796863929886646
"2385","41","74",0,5,0,0,0,0,0
"2386","41","74",24,5,0.06954,0.0669,0.00366919609723983,0.00164091437924104,0.00455590869629245
"2387","41","74",39,5,0.1399,0.1371,0.00852848169371313,0.00381405296240102,0.0105895086784235
"2388","41","74",48,5,0.20038,0.201,0.00410694533686534,0.00183668179062134,0.00509944616737653
"2389","41","74",62,5,0.26548,0.2653,0.00412577265490962,0.00184510162321754,0.00512282337037483
"2390","41","77",0,5,0,0,0,0,0
"2391","41","77",24,5,0.08334,0.0615,0.0331869402024351,0.0148416508515731,0.0412070288599047
"2392","41","77",39,4,0.13815,0.13845,0.00202402239776803,0.00101201119888402,0.00322067130079418
"2393","41","77",48,5,0.19798,0.1952,0.00693375799981511,0.00310087084542391,0.00860939768062776
"2394","41","77",62,5,0.25312,0.252,0.00675329549183211,0.00302016555837589,0.00838532388143971
"2395","53","100% TY",0,5,0,0,0,0,0
"2396","53","100% TY",24,5,0.03054,0.0297,0.00440828764941672,0.00197144616969371,0.00547361206800704
"2397","53","100% TY",39,5,0.1595,0.157,0.00852642949891688,0.00381313519298752,0.0105869605420277
"2398","53","100% TY",48,5,0.22186,0.2242,0.00800362417908288,0.00357932954615805,0.00993781199832037
"2399","53","100% TY",62,5,0.3218,0.3222,0.00421604079676655,0.00188547076349648,0.00523490607230334
"2400","53","122A",0,5,0,0,0,0,0
"2401","53","122A",24,5,0.04984,0.0488,0.00447526535526107,0.0020013995103427,0.00555677587403625
"2402","53","122A",39,5,0.12754,0.1276,0.00507720395493425,0.00227059463577275,0.00630418136237963
"2403","53","122A",48,5,0.11832,0.1192,0.00307034200049441,0.00137309868545564,0.00381233312418683
"2404","53","122A",62,5,0.15504,0.1544,0.00388110808919308,0.00173568430309201,0.00481903218748845
"2405","53","126B",0,5,0,0,0,0,0
"2406","53","126B",24,5,0.05202,0.0538,0.00495499747729502,0.00221594223751433,0.0061524419787477
"2407","53","126B",39,5,0.16276,0.1627,0.00632834891579154,0.0028301236722094,0.00785768301681018
"2408","53","126B",48,5,0.21288,0.2116,0.00989075325746224,0.00442327932647261,0.0122809922349075
"2409","53","126B",62,5,0.29772,0.296,0.00600224957828313,0.00268428761499211,0.00745277720958789
"2410","53","135A",0,5,0,0,0,0,0
"2411","53","135A",24,5,0.04702,0.047,0.00300616034169836,0.00134439577506031,0.00373264106911478
"2412","53","135A",39,5,0.12984,0.129,0.00440034089588522,0.00196789227347434,0.00546374487024438
"2413","53","135A",48,5,0.16932,0.166,0.00728951301528435,0.00325996932500905,0.00905112587551634
"2414","53","135A",62,5,0.22938,0.2268,0.00819219140401395,0.00366365937281293,0.0101719491327585
"2415","53","135B",0,5,0,0,0,0,0
"2416","53","135B",24,5,0.0278,0.0326,0.0101249691357554,0.00452802385152729,0.0125718096587918
"2417","53","135B",39,5,0.10508,0.1095,0.0141813962641201,0.00634211321248683,0.0176085291854193
"2418","53","135B",48,5,0.15028,0.156,0.0167528206580265,0.00749208916124201,0.0208013742794358
"2419","53","135B",62,5,0.2106,0.2096,0.00600166643524946,0.00268402682549933,0.00745205314187718
"2420","53","137B",0,5,0,0,0,0,0
"2421","53","137B",24,5,0.05584,0.0573,0.00987739844290995,0.00441730687183945,0.0122644100424752
"2422","53","137B",39,5,0.13568,0.1333,0.0126610426110964,0.00566219038888662,0.0157207607899222
"2423","53","137B",48,5,0.19558,0.1975,0.00746170221866298,0.00333697467775829,0.00926492701023098
"2424","53","137B",62,5,0.26488,0.2659,0.0042552320735772,0.0019029976353112,0.00528356846976275
"2425","53","144A",0,5,0,0,0,0,0
"2426","53","144A",24,5,0.05986,0.0589,0.00330953168892519,0.00148006756602528,0.00410932634905291
"2427","53","144A",39,5,0.1647,0.1673,0.00450943455435379,0.00201668044072431,0.00559920253839714
"2428","53","144A",48,5,0.19364,0.1936,0.00324160454096425,0.00144968962195361,0.00402498365492915
"2429","53","144A",62,5,0.24166,0.2435,0.00339897043235154,0.00152006578804998,0.00422037921680999
"2430","53","145B",0,5,0,0,0,0,0
"2431","53","145B",24,5,0.05458,0.0543,0.00900510966063157,0.00402720746920245,0.0111813204654831
"2432","53","145B",39,5,0.14646,0.1522,0.0129457715104199,0.00578952502369581,0.0160742984134604
"2433","53","145B",48,5,0.19114,0.1918,0.00899849987497916,0.00402425148319535,0.0111731133326027
"2434","53","145B",62,5,0.2408,0.2408,0.00591227536571158,0.0026440499238857,0.00734105946907106
"2435","53","147A",0,5,0,0,0,0,0
"2436","53","147A",24,5,0.04198,0.0406,0.00488998977504044,0.00218686990925386,0.00607172425525223
"2437","53","147A",39,5,0.12536,0.1242,0.00826728492311714,0.00369724221548981,0.0102651900519273
"2438","53","147A",48,5,0.17674,0.1758,0.00428170526776424,0.00191483680766795,0.00531643928190226
"2439","53","147A",62,5,0.23432,0.2311,0.00636490376989315,0.00284647149994515,0.00790307186310774
"2440","53","149A",0,5,0,0,0,0,0
"2441","53","149A",24,5,0.03428,0.0336,0.00323218192557288,0.00144547570024542,0.00401328393262876
"2442","53","149A",39,5,0.1048,0.103,0.00545664732230332,0.00244028686838249,0.006775322530999
"2443","53","149A",48,5,0.16728,0.1665,0.00464887083064264,0.00207903823918657,0.0057723355427086
"2444","53","149A",62,5,0.2294,0.2283,0.00430464865000618,0.0019250974001333,0.0053449272536291
"2445","53","152A",0,5,0,0,0,0,0
"2446","53","152A",24,5,0.02512,0.0224,0.00426344930777885,0.00190667249416359,0.00529377151363576
"2447","53","152A",39,5,0.11858,0.1176,0.00317285360519517,0.00141894326877434,0.00393961809314186
"2448","53","152A",48,5,0.18224,0.1817,0.0105467056467885,0.00471663015297999,0.0130954647012696
"2449","53","152A",62,5,0.30934,0.321,0.036204253893707,0.0161910345561981,0.0449535186416444
"2450","53","152B",0,5,0,0,0,0,0
"2451","53","152B",24,5,0.05662,0.0585,0.00745701012470816,0.00333487630955033,0.00925910100609109
"2452","53","152B",39,5,0.13916,0.1418,0.0116532398928367,0.00521148731169903,0.0144694084373672
"2453","53","152B",48,5,0.17096,0.1697,0.00612151941922919,0.0027376267093963,0.0076008702771621
"2454","53","152B",62,5,0.26816,0.2683,0.00820292630711748,0.0036684601674272,0.0101852782754663
"2455","53","154C",0,5,0,0,0,0,0
"2456","53","154C",24,5,0.03452,0.0363,0.00433439730527786,0.00193840140321864,0.00538186508787493
"2457","53","154C",39,5,0.14808,0.152,0.00931702742294987,0.00416670133318912,0.0115686175213541
"2458","53","154C",48,5,0.21606,0.2128,0.00950015789342471,0.00424859976933577,0.0117960040335168
"2459","53","154C",62,5,0.30362,0.3007,0.00645499806351637,0.00288676289293042,0.0080149387039433
"2460","53","157B",0,5,0,0,0,0,0
"2461","53","157B",24,5,0.06068,0.0607,0.00295076261329169,0.00131962115775703,0.00366385570416995
"2462","53","157B",39,5,0.13246,0.1327,0.00478570788912153,0.00214023363210656,0.00594224119184194
"2463","53","157B",48,5,0.1873,0.1851,0.00547539952880153,0.00244867311007411,0.00679860647069471
"2464","53","157B",62,5,0.24902,0.2457,0.00628705018271685,0.00281165431730147,0.00780640386677991
"2465","53","158",0,5,0,0,0,0,0
"2466","53","158",24,5,0.03392,0.0338,0.0132437532444545,0.00592278650636675,0.0164442916047335
"2467","53","158",39,5,0.11914,0.1155,0.0114259791702943,0.00510985322685496,0.0141872269799806
"2468","53","158",48,5,0.18298,0.1791,0.0120874728541577,0.00540568219561602,0.0150085798722729
"2469","53","158",62,5,0.24974,0.2463,0.00613783349399443,0.00274492258542932,0.00762112687646211
"2470","53","159",0,5,0,0,0,0,0
"2471","53","159",24,5,0.06518,0.0659,0.00297018517941222,0.00132830719338563,0.00368797200527454
"2472","53","159",39,5,0.14614,0.1478,0.00687771764468417,0.00307580883671271,0.00853981438921512
"2473","53","159",48,5,0.19264,0.1965,0.00900738585828319,0.0040282254157383,0.0111841467381599
"2474","53","159",62,4,0.255975,0.25725,0.0116006824511894,0.00580034122559469,0.0184592745027786
"2475","53","165A",0,5,0,0,0,0,0
"2476","53","165A",24,5,0.04554,0.0465,0.00361289357717606,0.00161573512680761,0.00448599988412112
"2477","53","165A",39,5,0.1161,0.1166,0.00275317997958724,0.00123125951772971,0.00341852446122885
"2478","53","165A",48,5,0.18,0.1811,0.00423969338514002,0.00189604852258585,0.005264274639751
"2479","53","165A",62,5,0.25314,0.2501,0.00622759985869356,0.00278506732414138,0.00773258653975864
"2480","53","168A",0,5,0,0,0,0,0
"2481","53","168A",24,5,0.01874,0.02,0.0118081751342026,0.00528077645805993,0.0146617859486242
"2482","53","168A",39,5,0.11812,0.1174,0.0144342301491974,0.00645518396329648,0.0179224639180458
"2483","53","168A",48,5,0.17432,0.1731,0.0156096764860775,0.00698085954592986,0.0193819733163702
"2484","53","168A",62,5,0.23554,0.2313,0.0130458039231011,0.0058342608786375,0.0161985050589401
"2485","53","170C",0,5,0,0,0,0,0
"2486","53","170C",24,5,0.04194,0.0426,0.00749252961288776,0.00335076110756944,0.00930320427579832
"2487","53","170C",39,5,0.1406,0.1447,0.0116867446279963,0.00522647108477603,0.0145110100607842
"2488","53","170C",48,5,0.17832,0.1765,0.00752509136157163,0.00336532316427412,0.00934363502685764
"2489","53","170C",62,5,0.2461,0.2457,0.0051414978362341,0.0022993477335975,0.00638401276009443
"2490","53","41",0,5,0,0,0,0,0
"2491","53","41",24,5,0.06026,0.0582,0.00987258831310209,0.00441515571639325,0.0122584374774661
"2492","53","41",39,5,0.15124,0.1453,0.0118885659353851,0.00531672831730191,0.0147616043122394
"2493","53","41",48,5,0.20064,0.1947,0.0130695447510615,0.00584487809966983,0.0162279831903061
"2494","53","41",62,5,0.2578,0.2528,0.0126489129967756,0.00565676586045418,0.015705699884508
"2495","53","50% TY",0,5,0,0,0,0,0
"2496","53","50% TY",24,5,0.05788,0.0564,0.00692437722831447,0.00309667563687255,0.00859774991438005
"2497","53","50% TY",39,5,0.1401,0.1365,0.0132866474326671,0.00594196937050335,0.0164975517739692
"2498","53","50% TY",48,5,0.17864,0.1757,0.00829777078497593,0.00371087590738359,0.0103030432490516
"2499","53","50% TY",62,5,0.23112,0.2305,0.00991624929093656,0.00443468149927365,0.0123126497417695
"2500","53","53",0,5,0,0,0,0,0
"2501","53","57",0,5,0,0,0,0,0
"2502","53","57",24,5,0.0374,0.032,0.00825681536671373,0.00369256008752735,0.010252190380664
"2503","53","57",39,5,0.1248,0.1241,0.011563952611456,0.00517155682556037,0.0143585436345793
"2504","53","57",48,5,0.17672,0.1737,0.010780630779319,0.00482124465257676,0.0133859211166078
"2505","53","57",62,5,0.2382,0.238,0.0072481032001483,0.00324145029269307,0.00899970879888963
"2506","53","67",0,5,0,0,0,0,0
"2507","53","67",24,5,0.05134,0.0547,0.00737990514844195,0.00330039391588337,0.00916336253297897
"2508","53","67",39,5,0.13876,0.141,0.0067128980328916,0.00300209926551405,0.00833516381105437
"2509","53","67",48,5,0.20782,0.2038,0.00785792593500346,0.00351417131056527,0.00975690373404545
"2510","53","67",62,5,0.26962,0.2708,0.00870384972296743,0.00389247992929958,0.0108072568467845
"2511","53","74",0,5,0,0,0,0,0
"2512","53","74",24,5,0.05822,0.06,0.00515528854672559,0.0023055151268209,0.00640113618882136
"2513","53","74",39,5,0.1399,0.1398,0.00397869325281556,0.00177932571498307,0.0049402001719173
"2514","53","74",48,5,0.20838,0.2037,0.00992607676778696,0.00443907648053061,0.0123248521659679
"2515","53","74",62,5,0.26816,0.2634,0.00898738004092404,0.0040192785422262,0.0111593062349905
"2516","53","77",0,5,0,0,0,0,0
"2517","53","77",24,5,0.1011,0.083,0.0404891343449079,0.0181072913490671,0.0502739004345077
"2518","53","77",39,5,0.16434,0.1707,0.010189847888953,0.00455703851201633,0.0126523672708856
"2519","53","77",48,5,0.22692,0.2346,0.0140277225521465,0.00627338823922129,0.0174177180697913
"2520","53","77",62,5,0.2827,0.2822,0.00878862901708793,0.00393039438224715,0.010912524244087
"2521","57","100% TY",0,5,0,0,0,0,0
"2522","57","100% TY",24,5,0.03166,0.031,0.00561587036887427,0.00251149357952594,0.00697302405561047
"2523","57","100% TY",39,5,0.14532,0.1444,0.0108743735451749,0.0048631676919473,0.0135023181340631
"2524","57","100% TY",48,5,0.21276,0.2132,0.00947222254806125,0.00423610670309425,0.0117613177209016
"2525","57","100% TY",62,5,0.29052,0.2902,0.0109236898527924,0.0048852226151937,0.0135635524177561
"2526","57","122A",0,5,0,0,0,0,0
"2527","57","122A",24,5,0.01338,0.0129,0.00249739864659209,0.00111687062813918,0.0031009299886362
"2528","57","122A",39,5,0.06938,0.0691,0.00563178479702483,0.00251861072815947,0.00699278442809702
"2529","57","122A",48,5,0.08078,0.0814,0.00321745240835043,0.0014388884598884,0.00399499482138273
"2530","57","122A",62,5,0.14066,0.1406,0.00195780489324141,0.000875556965593903,0.00243093585144503
"2531","57","126B",0,5,0,0,0,0,0
"2532","57","126B",24,5,0.04994,0.0464,0.0112562427123796,0.0050339447752235,0.0139764713310053
"2533","57","126B",39,5,0.1408,0.1494,0.024294340904828,0.0108647595463498,0.030165408461614
"2534","57","126B",48,5,0.18108,0.1792,0.0295712191158904,0.0132246512241344,0.036717518159196
"2535","57","126B",62,5,0.2616,0.2655,0.037662979170533,0.0168433963320941,0.0467647653011491
"2536","57","135A",0,5,0,0,0,0,0
"2537","57","135A",24,5,0.0295,0.0302,0.0047848719941081,0.00213985980849214,0.00594120329109748
"2538","57","135A",39,5,0.09418,0.0932,0.00240145789053233,0.00107396461766671,0.00298180380587636
"2539","57","135A",48,5,0.1236,0.1235,0.00465080638169339,0.00207990384393125,0.005774738846765
"2540","57","135A",62,5,0.18652,0.1882,0.00653505929582892,0.00292256736449308,0.00811434785375761
"2541","57","135B",0,5,0,0,0,0,0
"2542","57","135B",24,5,0.01738,0.0175,0.00403199702380842,0.0018031638860625,0.00500638554532765
"2543","57","135B",39,5,0.09136,0.0944,0.0119194379062102,0.00533053468237474,0.0147999369269664
"2544","57","135B",48,5,0.13318,0.1409,0.0204960240046698,0.00916610058858182,0.0254491751129186
"2545","57","135B",62,5,0.19622,0.2034,0.0223503243824335,0.00999536892765845,0.0277515931338434
"2546","57","137B",0,5,0,0,0,0,0
"2547","57","137B",24,5,0.03938,0.0373,0.00537838265652417,0.00240528584579879,0.00667814411316959
"2548","57","137B",39,5,0.11288,0.1103,0.00612633658885961,0.00273978101314685,0.00760685158326543
"2549","57","137B",48,5,0.16908,0.1693,0.00311721029127007,0.00139405882228836,0.00387052779350032
"2550","57","137B",62,5,0.24922,0.2505,0.0044729185103241,0.00200034996938036,0.00555386188116865
"2551","57","144A",0,5,0,0,0,0,0
"2552","57","144A",24,5,0.04534,0.0477,0.0108806249820495,0.00486596341950903,0.0135100803181674
"2553","57","144A",39,5,0.14482,0.1446,0.0109955445522266,0.00491735701368123,0.0136527718111453
"2554","57","144A",48,5,0.1729,0.1693,0.0118224362971428,0.00528715424401445,0.0146794935212197
"2555","57","144A",62,5,0.2301,0.2268,0.0108055541273921,0.00483239071268042,0.0134168675406248
"2556","57","145B",0,5,0,0,0,0,0
"2557","57","145B",24,5,0.04986,0.0491,0.00144326019830105,0.000645445582524197,0.00179204422827084
"2558","57","145B",39,5,0.1211,0.1298,0.0151850255185824,0.00679094985992387,0.0188546994982293
"2559","57","145B",48,5,0.14786,0.1441,0.00986802918520208,0.00441311681241274,0.0122527765724894
"2560","57","145B",62,5,0.19536,0.1976,0.00597143198906259,0.00267050557011215,0.00741451211854131
"2561","57","147A",0,5,0,0,0,0,0
"2562","57","147A",24,5,0.04306,0.0448,0.00607889792643371,0.00271856579835766,0.00754794870400825
"2563","57","147A",39,5,0.09874,0.1116,0.0201036812549344,0.00899063957680431,0.0249620172456159
"2564","57","147A",48,5,0.1354,0.1479,0.020795432190748,0.0093,0.0258209394783395
"2565","57","147A",62,5,0.19568,0.2077,0.0222951115718222,0.00997067700810732,0.0276830373746678
"2566","57","149A",0,5,0,0,0,0,0
"2567","57","149A",24,5,0.04194,0.0396,0.009613688158038,0.00429937204717154,0.0119369704757936
"2568","57","149A",39,5,0.11556,0.1138,0.0103548539342668,0.00463083145882032,0.0128572493368376
"2569","57","149A",48,5,0.16866,0.166,0.00869384839987447,0.00388800720163942,0.0107948385639655
"2570","57","149A",62,5,0.22988,0.2255,0.00850541004302556,0.00380373500654291,0.0105608614403856
"2571","57","152A",0,5,0,0,0,0,0
"2572","57","152A",24,5,0.0139,0.0075,0.0119735124337013,0.00535471754623902,0.0148670793209721
"2573","57","152A",39,5,0.09214,0.088,0.0223895734662365,0.0100129216515461,0.0278003273081641
"2574","57","152A",48,5,0.16086,0.1582,0.0181464321562119,0.00811533117007556,0.0225317715042154
"2575","57","152A",62,5,0.30248,0.3283,0.0479455628812511,0.0214419075643936,0.0595322793032642
"2576","57","152B",0,5,0,0,0,0,0
"2577","57","152B",24,5,0.0682,0.0666,0.00860145336556561,0.00384668688613981,0.0106801149762514
"2578","57","152B",39,5,0.14078,0.1448,0.0149690347050169,0.00669435583159425,0.0185865114810822
"2579","57","152B",48,5,0.13742,0.1295,0.0294149961754205,0.0131547862012273,0.036523541758321
"2580","57","152B",62,5,0.24546,0.2425,0.0226730677236231,0.0101397041376955,0.0281523319212586
"2581","57","154C",0,5,0,0,0,0,0
"2582","57","154C",24,5,0.02214,0.0226,0.00392530253611107,0.00175544866059933,0.00487390684114705
"2583","57","154C",39,5,0.12384,0.1311,0.0140683332346089,0.00629154988854098,0.0174681428921473
"2584","57","154C",48,5,0.16952,0.1838,0.023769560366149,0.0106300705547988,0.0295138073597783
"2585","57","154C",62,5,0.2502,0.2518,0.0294198912302544,0.0131569753362997,0.0365296197716775
"2586","57","157B",0,5,0,0,0,0,0
"2587","57","157B",24,5,0.05692,0.0575,0.00329423739278152,0.00147322774885623,0.00409033597215345
"2588","57","157B",39,5,0.13054,0.1323,0.00540398001476689,0.00241673333241382,0.00670992743134869
