"inoc_sup_strain_rep","supernatant","sup_geno","inoculant","inoc_geno","inoc_sup_strain","rep","AUC","MaxOD","OD_62h","AUC_index","RGI"
"159_165A_4","165A","OC","159","OE","159_165A",4,7.6311,0.2624,0.2624,1.02665141934616,1.08117016893284
"159_165A_5","165A","OC","159","OE","159_165A",5,7.00265,0.2544,0.2544,0.947373049319165,1.04006541291905
"74_165A_1","165A","OC","74","CC","74_165A",1,7.60555,0.2967,0.2967,1.0758866050841,1.03850192509625
"74_165A_2","165A","OC","74","CC","74_165A",2,6.7907,0.2883,0.2883,0.953060637319917,1.01944837340877
"74_165A_3","165A","OC","74","CC","74_165A",3,7.0881,0.2912,0.2912,0.970959301927371,1.02571327932371
"74_165A_4","165A","OC","74","CC","74_165A",4,6.93639999999999,0.2817,0.2817,0.9612194699463,0.973056994818653
"74_165A_5","165A","OC","74","CC","74_165A",5,8.0598,0.2869,0.2869,0.996870787003254,0.985233516483516
"168A_165A_1","165A","OC","168A","OE","168A_165A",1,5.01755,0.1749,0.1749,1.56020771467218,1.30619865571322
"168A_165A_2","165A","OC","168A","OE","168A_165A",2,4.70945,0.1716,0.1716,1.51915291688844,1.30892448512586
"168A_165A_3","165A","OC","168A","OE","168A_165A",3,4.91375,0.1794,0.1794,1.43597124404571,1.31332357247438
"168A_165A_4","165A","OC","168A","OE","168A_165A",4,4.9642,0.179,0.179,1.52994113477363,1.41390205371248
"168A_165A_5","165A","OC","168A","OE","168A_165A",5,4.5032,0.1694,0.1694,1.35720313441832,1.32758620689655
"67_165A_1","165A","OC","67","CC","67_165A",1,7.0048,0.2718,0.2718,1.12038258838959,1.04337811900192
"67_165A_2","165A","OC","67","CC","67_165A",2,7.078,0.2736,0.2736,1.18044379216318,1.143334726285
"67_165A_3","165A","OC","67","CC","67_165A",3,7.6654,0.2829,0.2829,1.25333551340746,1.17191383595692
"67_165A_4","165A","OC","67","CC","67_165A",4,7.65965,0.2739,0.2739,1.18020523566663,1.08432304038005
"67_165A_5","165A","OC","67","CC","67_165A",5,7.1291,0.2474,0.2474,1.0894517669532,0.998788857488898
"152B_122A_1","122A","OC","152B","OA","152B_122A",1,4.47575,0.2018,0.2018,0.544740333240023,0.716364927227547
"152B_122A_2","122A","OC","152B","OA","152B_122A",2,4.87575,0.2122,0.2122,0.571543281150178,0.705452127659574
"152B_122A_3","122A","OC","152B","OA","152B_122A",3,4.72495,0.2074,0.2074,0.599202323281,0.740978921043229
"152B_122A_4","122A","OC","152B","OA","152B_122A",4,5.38735,0.2212,0.2212,0.69975126478286,0.792263610315186
"152B_122A_5","122A","OC","152B","OA","152B_122A",5,5.29645,0.2196,0.2196,0.684928583898562,0.777345132743363
"147A_122A_1","122A","OC","147A","OC","147A_122A",1,6.3018,0.2552,0.2552,1.08279280749835,1.13371834740115
"147A_122A_2","122A","OC","147A","OC","147A_122A",2,6.3478,0.256,0.256,1.11112472540456,1.16363636363636
"147A_122A_3","122A","OC","147A","OC","147A_122A",3,6.26125,0.2525,0.2525,1.10818584070796,1.17223769730734
"147A_122A_4","122A","OC","147A","OC","147A_122A",4,5.7342,0.2464,0.2464,0.968295916041168,1.1738923296808
"147A_122A_5","122A","OC","147A","OC","147A_122A",5,6.3468,0.2639,0.2639,1.10098618302932,1.24013157894737
"137B_122A_1","122A","OC","137B","OA","137B_122A",1,3.7596,0.1855,0.1855,0.638855375622355,0.841269841269841
"137B_122A_2","122A","OC","137B","OA","137B_122A",2,3.0539,0.1768,0.1768,0.507111247644114,0.785777777777778
"137B_122A_3","122A","OC","137B","OA","137B_122A",3,3.2714,0.1757,0.1757,0.550972631578948,0.777089783281734
"137B_122A_4","122A","OC","137B","OA","137B_122A",4,3.29915,0.1741,0.1741,0.545891521609637,0.76561125769569
"137B_122A_5","122A","OC","137B","OA","137B_122A",5,3.8799,0.1826,0.1826,0.597758348418904,0.801932367149758
"158_122A_1","122A","OC","158","OC","158_122A",1,5.11370000000001,0.1995,0.1995,0.909554978478176,0.952722063037249
"158_122A_2","122A","OC","158","OC","158_122A",2,5.0664,0.1971,0.1971,0.805750819046408,0.926221804511278
"158_122A_3","122A","OC","158","OC","158_122A",3,5.6958,0.2072,0.2072,0.963650359943492,0.977358490566038
"158_122A_4","122A","OC","158","OC","158_122A",4,5.42525,0.2107,0.2107,0.871064335372414,0.965627864344638
"158_122A_5","122A","OC","158","OC","158_122A",5,5.43855,0.2189,0.2189,0.788464187078208,0.981174361272972
"152A_122A_1","122A","OC","152A","OA","152A_122A",1,4.848,0.1969,0.1969,0.810973569755771,0.860576923076923
"152A_122A_2","122A","OC","152A","OA","152A_122A",2,4.4721,0.1931,0.1931,0.706677095925479,0.810323122114981
"152A_122A_3","122A","OC","152A","OA","152A_122A",3,4.7177,0.203,0.203,0.754922590710885,0.884917175239756
"152A_122A_4","122A","OC","152A","OA","152A_122A",4,4.677,0.2043,0.2043,0.706004890861335,0.820481927710843
"152A_122A_5","122A","OC","152A","OA","152A_122A",5,5.3241,0.2172,0.2172,0.815860245948742,0.893092105263158
"170C_122A_1","122A","OC","170C","OC","170C_122A",1,4.6656,0.1804,0.1804,0.908623510165926,0.840633737185461
"170C_122A_2","122A","OC","170C","OC","170C_122A",2,4.58705,0.1789,0.1789,0.794163730641713,0.775129982668977
"170C_122A_3","122A","OC","170C","OC","170C_122A",3,4.7803,0.1806,0.1806,1.03946681743063,0.895833333333333
"170C_122A_4","122A","OC","170C","OC","170C_122A",4,4.62105,0.1781,0.1781,0.902231637315006,0.835757860159549
"170C_122A_5","122A","OC","170C","OC","170C_122A",5,4.9105,0.1877,0.1877,1.04119842245876,0.924175283111767
"145B_122A_1","122A","OC","145B","OA","145B_122A",1,1.89755,0.1279,0.1279,0.299513057478159,0.619070667957406
"145B_122A_2","122A","OC","145B","OA","145B_122A",2,1.59925,0.1249,0.1249,0.230628902701066,0.567727272727273
"145B_122A_3","122A","OC","145B","OA","145B_122A",3,1.43575,0.1225,0.1225,0.239897407620909,0.591216216216216
"145B_122A_4","122A","OC","145B","OA","145B_122A",4,0.50585,0.0911,0.0911,0.0778656035219235,0.428705882352941
"145B_122A_5","122A","OC","145B","OA","145B_122A",5,1.4988,0.1273,0.1273,0.25045117304993,0.632389468455042
"157B_122A_1","122A","OC","157B","OC","157B_122A",1,5.9352,0.2272,0.2272,1.01032419504473,1.06716768435885
"157B_122A_2","122A","OC","157B","OC","157B_122A",2,5.9395,0.2246,0.2246,0.964588188484055,1.02137335152342
"157B_122A_3","122A","OC","157B","OC","157B_122A",3,6.0279,0.2244,0.2244,0.991659263646234,1.03792784458834
"157B_122A_4","122A","OC","157B","OC","157B_122A",4,6.346,0.2271,0.2271,1.01992108710152,1.07122641509434
"157B_122A_5","122A","OC","157B","OC","157B_122A",5,6.5927,0.2277,0.2277,1.15029748922583,1.09629272989889
"154C_122A_1","122A","OC","154C","OA","154C_122A",1,3.4726,0.1563,0.1563,0.588905659097461,0.591373439273553
"154C_122A_2","122A","OC","154C","OA","154C_122A",2,2.56555,0.1374,0.1374,0.452753439041392,0.515765765765766
"154C_122A_3","122A","OC","154C","OA","154C_122A",3,2.86115,0.1428,0.1428,0.582297931230984,0.606112054329372
"154C_122A_4","122A","OC","154C","OA","154C_122A",4,2.928,0.1407,0.1407,0.502436680623241,0.548751950078003
"154C_122A_5","122A","OC","154C","OA","154C_122A",5,3.40875,0.1543,0.1543,0.634469344451477,0.607002360346184
"165A_122A_1","122A","OC","165A","OC","165A_122A",1,5.89175,0.1974,0.1974,0.822703502782258,0.869603524229075
"165A_122A_2","122A","OC","165A","OC","165A_122A",2,6.84855,0.2207,0.2207,0.987740767716393,1.01331496786042
"165A_122A_3","122A","OC","165A","OC","165A_122A",3,6.9866,0.2247,0.2247,1.02957603265595,1.05592105263158
"165A_122A_4","122A","OC","165A","OC","165A_122A",4,6.73175,0.2114,0.2114,1.00900826632092,0.986928104575163
"165A_122A_5","122A","OC","165A","OC","165A_122A",5,6.83675,0.2092,0.2092,1.05355010209192,0.997615641392465
"144A_122A_1","122A","OC","144A","OA","144A_122A",1,2.23795,0.1484,0.1484,0.282095723091273,0.541408245165998
"144A_122A_2","122A","OC","144A","OA","144A_122A",2,2.7822,0.1648,0.1648,0.343466640330356,0.61037037037037
"144A_122A_3","122A","OC","144A","OA","144A_122A",3,3.056,0.1703,0.1703,0.385214130400529,0.667058362710537
"144A_122A_4","122A","OC","144A","OA","144A_122A",4,3.45305,0.1706,0.1706,0.424865270566233,0.634436593529193
"144A_122A_5","122A","OC","144A","OA","144A_122A",5,3.6867,0.1783,0.1783,0.459378971764648,0.680534351145038
"122A_122A_1","122A","OC","122A","OC","122A_122A",1,6.3259,0.2215,0.2215,1,1
"122A_122A_2","122A","OC","122A","OC","122A_122A",2,6.3635,0.227,0.227,1,1
"122A_122A_3","122A","OC","122A","OC","122A_122A",3,6.55605,0.2213,0.2213,1,1
"122A_122A_4","122A","OC","122A","OC","122A_122A",4,6.29775,0.2265,0.2265,1,1
"122A_122A_5","122A","OC","122A","OC","122A_122A",5,6.3431,0.2323,0.2323,1,1
"149A_122A_1","122A","OC","149A","OE","149A_122A",1,6.2949,0.2291,0.2291,0.978084043536697,1.01776988005331
"149A_122A_2","122A","OC","149A","OE","149A_122A",2,6.5364,0.2376,0.2376,1.04247972504207,1.04854368932039
"149A_122A_3","122A","OC","149A","OE","149A_122A",3,6.64225,0.2492,0.2492,1.02576674800012,1.07228915662651
"149A_122A_4","122A","OC","149A","OE","149A_122A",4,6.7063,0.2468,0.2468,1.08309376917859,1.06517047906776
"149A_122A_5","122A","OC","149A","OE","149A_122A",5,7.0057,0.2527,0.2527,1.19665550696912,1.23933300637567
"41_122A_1","122A","OC","41","CC","41_122A",1,3.9973,0.1645,0.1645,0.642270675000402,0.732413178984862
"41_122A_2","122A","OC","41","CC","41_122A",2,4.0137,0.168,0.168,0.649834048409293,0.747330960854092
"41_122A_3","122A","OC","41","CC","41_122A",3,3.8911,0.1639,0.1639,0.578434505979679,0.677272727272727
"41_122A_4","122A","OC","41","CC","41_122A",4,3.75325,0.1604,0.1604,0.525194503526251,0.617635733538698
"41_122A_5","122A","OC","41","CC","41_122A",5,3.8745,0.1641,0.1641,0.593011509734297,0.687473816506074
"126B_122A_1","122A","OC","126B","OC","126B_122A",1,5.3509,0.186,0.186,0.765053651980584,0.766378244746601
"126B_122A_2","122A","OC","126B","OC","126B_122A",2,4.83285,0.1867,0.1867,0.813665903427841,0.773725652714463
"126B_122A_3","122A","OC","126B","OC","126B_122A",3,5.52015,0.2009,0.2009,0.963385369854886,0.851271186440678
"126B_122A_4","122A","OC","126B","OC","126B_122A",4,5.57805,0.2036,0.2036,0.949754390744319,0.848333333333333
"126B_122A_5","122A","OC","126B","OC","126B_122A",5,5.41225,0.1972,0.1972,0.92008296004148,0.832067510548523
"53_122A_1","122A","OC","53","CC","53_122A",1,4.81655,0.1524,0.1524,0.675495063390553,0.618506493506493
"53_122A_2","122A","OC","53","CC","53_122A",2,4.7017,0.1514,0.1514,0.665816994852406,0.621000820344545
"53_122A_3","122A","OC","53","CC","53_122A",3,5.2268,0.1613,0.1613,0.746979170388367,0.676593959731544
"53_122A_4","122A","OC","53","CC","53_122A",4,5.0371,0.1557,0.1557,0.667444032940895,0.60185543100116
"53_122A_5","122A","OC","53","CC","53_122A",5,4.95945,0.1544,0.1544,0.665247047303506,0.60148032723023
"135B_122A_1","122A","OC","135B","OE","135B_122A",1,7.23695,0.2539,0.2539,1.25043412151947,1.05747605164515
"135B_122A_2","122A","OC","135B","OE","135B_122A",2,7.49515,0.2595,0.2595,1.25207143095787,1.06570841889117
"135B_122A_3","122A","OC","135B","OE","135B_122A",3,7.6621,0.262,0.262,1.27049479339391,1.0620186461289
"135B_122A_4","122A","OC","135B","OE","135B_122A",4,7.5694,0.2601,0.2601,1.15717943818078,1.00463499420626
"135B_122A_5","122A","OC","135B","OE","135B_122A",5,7.91135,0.2618,0.2618,1.36088175594317,1.08450704225352
"57_122A_1","122A","OC","57","CC","57_122A",1,3.0782,0.1397,0.1397,0.539964039819322,0.606336805555556
"57_122A_2","122A","OC","57","CC","57_122A",2,3.12095,0.1433,0.1433,0.814794992624695,0.801454138702461
"57_122A_3","122A","OC","57","CC","57_122A",3,3.0888,0.1416,0.1416,0.545170542293607,0.642468239564428
"57_122A_4","122A","OC","57","CC","57_122A",4,2.96745,0.1406,0.1406,0.501008787850648,0.601626016260163
"57_122A_5","122A","OC","57","CC","57_122A",5,2.7799,0.1381,0.1381,0.404066978691241,0.544558359621451
"135A_122A_1","122A","OC","135A","OE","135A_122A",1,6.67885,0.2163,0.2163,1.13533751508661,1.10132382892057
"135A_122A_2","122A","OC","135A","OE","135A_122A",2,6.8655,0.2322,0.2322,1.19126526929484,1.16216216216216
"135A_122A_3","122A","OC","135A","OE","135A_122A",3,6.53815,0.2323,0.2323,1.15086999762368,1.19989669421488
"135A_122A_4","122A","OC","135A","OE","135A_122A",4,6.7041,0.2403,0.2403,1.25278667999664,1.14483087184373
"135A_122A_5","122A","OC","135A","OE","135A_122A",5,6.59885,0.2342,0.2342,1.13330699939031,1.12813102119461
"77_122A_1","122A","OC","77","CC","77_122A",1,4.31785,0.2217,0.2217,0.582414988467297,0.839137017411052
"77_122A_2","122A","OC","77","CC","77_122A",2,4.65925,0.2316,0.2316,0.617929470431427,0.875614366729679
"77_122A_3","122A","OC","77","CC","77_122A",3,4.3143,0.2168,0.2168,0.58291898611036,0.826219512195122
"77_122A_4","122A","OC","77","CC","77_122A",4,4.46105,0.2217,0.2217,0.58717341230668,0.823245451169699
"77_122A_5","122A","OC","77","CC","77_122A",5,4.18025,0.2161,0.2161,0.477031398885092,0.784392014519056
"159_122A_1","122A","OC","159","OE","159_122A",1,7.4041,0.2488,0.2488,1.01560978286216,1.04581757040773
"159_122A_2","122A","OC","159","OE","159_122A",2,7.6407,0.25,0.25,1.02164102769811,1.01214574898785
"159_122A_3","122A","OC","159","OE","159_122A",3,7.3372,0.2399,0.2399,0.971023603290035,0.949347051840126
"159_122A_4","122A","OC","159","OE","159_122A",4,7.31125000000001,0.2429,0.2429,0.98362034171936,1.00082406262876
"159_122A_5","122A","OC","159","OE","159_122A",5,6.8855,0.2404,0.2404,0.931524084608985,0.982829108748978
"74_122A_1","122A","OC","74","CC","74_122A",1,3.73835,0.2098,0.2098,0.528829695435063,0.734336716835842
"74_122A_2","122A","OC","74","CC","74_122A",2,3.37435,0.2001,0.2001,0.473583012287461,0.707567185289958
"74_122A_3","122A","OC","74","CC","74_122A",3,3.5626,0.2028,0.2028,0.488020712045041,0.714336033814723
"74_122A_4","122A","OC","74","CC","74_122A",4,3.4574,0.2011,0.2011,0.479113112766326,0.694645941278066
"74_122A_5","122A","OC","74","CC","74_122A",5,3.40915,0.1982,0.1982,0.421658359203968,0.680631868131868
"168A_122A_1","122A","OC","168A","OE","168A_122A",1,4.49025,0.154,0.154,1.39624372269469,1.15011202389843
"168A_122A_2","122A","OC","168A","OE","168A_122A",2,5.353,0.1694,0.1694,1.72674634280092,1.29214340198322
"168A_122A_3","122A","OC","168A","OE","168A_122A",3,4.7859,0.1616,0.1616,1.39860895993454,1.18301610541728
"168A_122A_4","122A","OC","168A","OE","168A_122A",4,4.39835,0.1504,0.1504,1.35554904921873,1.18799368088468
"168A_122A_5","122A","OC","168A","OE","168A_122A",5,4.49815,0.1486,0.1486,1.35568113321278,1.16457680250784
"67_122A_1","122A","OC","67","CC","67_122A",1,4.84215,0.1435,0.1235,0.774477579712579,0.474088291746641
"67_122A_2","122A","OC","67","CC","67_122A",2,4.8728,0.144,0.1295,0.812668339990495,0.541161721688257
"67_122A_3","122A","OC","67","CC","67_122A",3,4.67795,0.1371,0.122,0.764870830608241,0.505385252692626
"67_122A_4","122A","OC","67","CC","67_122A",4,4.6085,0.1421,0.1221,0.710081508759495,0.483372921615202
"67_122A_5","122A","OC","67","CC","67_122A",5,4.6225,0.1429,0.1275,0.70639923591213,0.514735567218409
"152B_149A_1","149A","OE","152B","OA","152B_149A",1,1.12355,0.1154,0.1154,0.136746467387997,0.409655662051828
"152B_149A_2","149A","OE","152B","OA","152B_149A",2,1.8052,0.123,0.123,0.211608456367185,0.408909574468085
"152B_149A_3","149A","OE","152B","OA","152B_149A",3,2.47945,0.1373,0.1373,0.314435539097573,0.490532332976063
"152B_149A_4","149A","OE","152B","OA","152B_149A",4,1.71455,0.1275,0.1275,0.222699199241455,0.456661891117479
"152B_149A_5","149A","OE","152B","OA","152B_149A",5,2.17985,0.1279,0.1279,0.281894773595763,0.452743362831859
"147A_149A_1","149A","OE","147A","OC","147A_149A",1,4.45045,0.2113,0.2113,0.764688700074743,0.938693913816082
"147A_149A_2","149A","OE","147A","OC","147A_149A",2,5.02955,0.2153,0.2153,0.880377038132663,0.978636363636364
"147A_149A_3","149A","OE","147A","OC","147A_149A",3,4.9404,0.2021,0.2021,0.874407079646018,0.938254410399257
"147A_149A_4","149A","OE","147A","OC","147A_149A",4,4.24795,0.2116,0.2116,0.71732284129383,1.00809909480705
"147A_149A_5","149A","OE","147A","OC","147A_149A",5,5.0374,0.2236,0.2236,0.873843164806189,1.05075187969925
"137B_149A_1","149A","OE","137B","OA","137B_149A",1,0.0758000000000007,0.0997,0.0997,0.0128804227769377,0.452154195011338
"137B_149A_2","149A","OE","137B","OA","137B_149A",2,0.7926,0.1151,0.1151,0.131614124523634,0.511555555555556
"137B_149A_3","149A","OE","137B","OA","137B_149A",3,1.4479,0.1322,0.1322,0.243856842105263,0.584697036709421
"137B_149A_4","149A","OE","137B","OA","137B_149A",4,0.590850000000001,0.1134,0.1134,0.0977645774041963,0.49868073878628
"137B_149A_5","149A","OE","137B","OA","137B_149A",5,1.27295,0.1229,0.1229,0.196117551900782,0.539745278875714
"158_149A_1","149A","OE","158","OC","158_149A",1,3.07855,0.175,0.175,0.54757034612785,0.835721107927412
"158_149A_2","149A","OE","158","OC","158_149A",2,2.66635,0.1582,0.1582,0.424051337510735,0.743421052631579
"158_149A_3","149A","OE","158","OC","158_149A",3,3.83665,0.181,0.181,0.649107966128937,0.85377358490566
"158_149A_4","149A","OE","158","OC","158_149A",4,3.1664,0.1781,0.1781,0.508389127049115,0.816223648029331
"158_149A_5","149A","OE","158","OC","158_149A",5,3.60085,0.1902,0.1902,0.522040115111668,0.852532496638279
"152A_149A_1","149A","OE","152A","OA","152A_149A",1,0.25625,0.09,0.09,0.0428655068584811,0.393356643356643
"152A_149A_2","149A","OE","152A","OA","152A_149A",2,0.655450000000001,0.1004,0.1004,0.103573601333681,0.421317666806546
"152A_149A_3","149A","OE","152A","OA","152A_149A",3,0.1491,0.0946,0.0946,0.0238588630635677,0.412380122057541
"152A_149A_4","149A","OE","152A","OA","152A_149A",4,0.8991,0.1133,0.1133,0.135721402046916,0.455020080321285
"152A_149A_5","149A","OE","152A","OA","152A_149A",5,1.12245,0.1118,0.1118,0.172003218020917,0.459703947368421
"170C_149A_1","149A","OE","170C","OC","170C_149A",1,4.8847,0.2213,0.2213,0.951293137025784,1.03122087604846
"170C_149A_2","149A","OE","170C","OC","170C_149A",2,4.78155,0.2188,0.2188,0.827837844856691,0.948006932409012
"170C_149A_3","149A","OE","170C","OC","170C_149A",3,5.49075,0.2331,0.2331,1.1939527702879,1.15625
"170C_149A_4","149A","OE","170C","OC","170C_149A",4,3.7811,0.2025,0.2025,0.738236557460268,0.950258094791178
"170C_149A_5","149A","OE","170C","OC","170C_149A",5,3.90945,0.2025,0.2025,0.828940672575379,0.997045790251108
"145B_149A_1","149A","OE","145B","OA","145B_149A",1,1.5411,0.1073,0.1073,0.243250282142547,0.519361084220716
"145B_149A_2","149A","OE","145B","OA","145B_149A",2,1.24125,0.1042,0.1042,0.179001485369828,0.473636363636364
"145B_149A_3","149A","OE","145B","OA","145B_149A",3,1.76225,0.1179,0.1179,0.294451824189411,0.569015444015444
"145B_149A_4","149A","OE","145B","OA","145B_149A",4,1.72015,0.1193,0.1193,0.264783073832632,0.561411764705882
"145B_149A_5","149A","OE","145B","OA","145B_149A",5,1.59195,0.1159,0.1159,0.266016643272509,0.575757575757576
"157B_149A_1","149A","OE","157B","OC","157B_149A",1,2.68315,0.1706,0.1706,0.456741367423888,0.801315171441992
"157B_149A_2","149A","OE","157B","OC","157B_149A",2,2.2637,0.1627,0.1627,0.36762998270416,0.739881764438381
"157B_149A_3","149A","OE","157B","OC","157B_149A",3,2.778,0.166,0.166,0.4570131280229,0.767807585568918
"157B_149A_4","149A","OE","157B","OC","157B_149A",4,2.46735,0.1623,0.1623,0.396549368777171,0.765566037735849
"157B_149A_5","149A","OE","157B","OC","157B_149A",5,2.88505,0.1666,0.1666,0.503384921396542,0.802118440057776
"154C_149A_1","149A","OE","154C","OA","154C_149A",1,0.202500000000001,0.0773,0.0773,0.0343412417114658,0.292470677260689
"154C_149A_2","149A","OE","154C","OA","154C_149A",2,0.615650000000001,0.0825,0.0825,0.108646354483769,0.309684684684685
"154C_149A_3","149A","OE","154C","OA","154C_149A",3,-0.3722,0.0619,0.0619,-0.0757497125296375,0.262733446519525
"154C_149A_4","149A","OE","154C","OA","154C_149A",4,0.416300000000001,0.0786,0.0786,0.0714359255954425,0.306552262090484
"154C_149A_5","149A","OE","154C","OA","154C_149A",5,0.18845,0.0738,0.0738,0.0350761270148531,0.290322580645161
"165A_149A_1","149A","OE","165A","OC","165A_149A",1,3.79445,0.173,0.173,0.529843816545532,0.762114537444934
"165A_149A_2","149A","OE","165A","OC","165A_149A",2,4.3013,0.1844,0.1844,0.620360421429138,0.846648301193756
"165A_149A_3","149A","OE","165A","OC","165A_149A",3,4.22605,0.1783,0.1783,0.62276927157783,0.837875939849624
"165A_149A_4","149A","OE","165A","OC","165A_149A",4,4.2944,0.1723,0.1723,0.643678850059581,0.804388422035481
"165A_149A_5","149A","OE","165A","OC","165A_149A",5,4.66955,0.1845,0.1845,0.71958238625419,0.879828326180258
"144A_149A_1","149A","OE","144A","OA","144A_149A",1,3.48255,0.1631,0.1631,0.43897873520477,0.595038307187158
"144A_149A_2","149A","OE","144A","OA","144A_149A",2,3.4444,0.1641,0.1641,0.425216194361972,0.607777777777778
"144A_149A_3","149A","OE","144A","OA","144A_149A",3,3.7361,0.1612,0.1612,0.470941921658841,0.631414022718371
"144A_149A_4","149A","OE","144A","OA","144A_149A",4,3.7543,0.1634,0.1634,0.461931244924576,0.607660840461138
"144A_149A_5","149A","OE","144A","OA","144A_149A",5,3.3028,0.1541,0.1541,0.411543349864181,0.588167938931298
"122A_149A_1","149A","OE","122A","OC","122A_149A",1,4.7362,0.2034,0.2034,0.748699789753237,0.918284424379233
"122A_149A_2","149A","OE","122A","OC","122A_149A",2,4.4624,0.1912,0.1912,0.701249312485267,0.842290748898678
"122A_149A_3","149A","OE","122A","OC","122A_149A",3,4.4395,0.1914,0.1914,0.677160790414961,0.864889290555807
"122A_149A_4","149A","OE","122A","OC","122A_149A",4,4.84575,0.2013,0.2013,0.769441467190663,0.888741721854305
"122A_149A_5","149A","OE","122A","OC","122A_149A",5,4.5736,0.1985,0.1985,0.721035455849664,0.854498493327594
"149A_149A_1","149A","OE","149A","OE","149A_149A",1,6.43595,0.2251,0.2251,1,1
"149A_149A_2","149A","OE","149A","OE","149A_149A",2,6.27005,0.2266,0.2266,1,1
"149A_149A_3","149A","OE","149A","OE","149A_149A",3,6.4754,0.2324,0.2324,1,1
"149A_149A_4","149A","OE","149A","OE","149A_149A",4,6.1918,0.2317,0.2317,1,1
"149A_149A_5","149A","OE","149A","OE","149A_149A",5,5.8544,0.2039,0.2039,1,1
"41_149A_1","149A","OE","41","CC","41_149A",1,5.732,0.2277,0.2277,0.920995549271334,1.01380231522707
"41_149A_2","149A","OE","41","CC","41_149A",2,5.60655,0.2252,0.2252,0.907722820367521,1.00177935943061
"41_149A_3","149A","OE","41","CC","41_149A",3,6.15945,0.2316,0.2316,0.9156378447885,0.95702479338843
"41_149A_4","149A","OE","41","CC","41_149A",4,5.7161,0.2236,0.2236,0.799857270793687,0.860993453985368
"41_149A_5","149A","OE","41","CC","41_149A",5,5.9891,0.2287,0.2287,0.916661564834088,0.958106409719313
"126B_149A_1","149A","OE","126B","OC","126B_149A",1,4.82725,0.1734,0.1734,0.690183939435099,0.714462299134734
"126B_149A_2","149A","OE","126B","OC","126B_149A",2,4.26495,0.181,0.181,0.718053404269648,0.750103605470369
"126B_149A_3","149A","OE","126B","OC","126B_149A",3,4.518,0.1877,0.1877,0.78848855574656,0.795338983050848
"126B_149A_4","149A","OE","126B","OC","126B_149A",4,4.53325,0.1903,0.1903,0.771860075087474,0.792916666666667
"126B_149A_5","149A","OE","126B","OC","126B_149A",5,4.562,0.1843,0.1843,0.775540387770193,0.777637130801688
"53_149A_1","149A","OE","53","CC","53_149A",1,5.38365,0.2283,0.2283,0.755027768428139,0.926542207792208
"53_149A_2","149A","OE","53","CC","53_149A",2,5.25775,0.2238,0.2238,0.744560330239113,0.917965545529122
"53_149A_3","149A","OE","53","CC","53_149A",3,5.78115,0.2349,0.2349,0.826203151237986,0.985318791946309
"53_149A_4","149A","OE","53","CC","53_149A",4,5.33695,0.2277,0.2277,0.707175841576287,0.880170081175106
"53_149A_5","149A","OE","53","CC","53_149A",5,5.5184,0.2323,0.2323,0.740223070267805,0.904947409427347
"135B_149A_1","149A","OE","135B","OE","135B_149A",1,7.444,0.2688,0.2688,1.28620919041736,1.11953352769679
"135B_149A_2","149A","OE","135B","OE","135B_149A",2,6.6085,0.2519,0.2519,1.103955764926,1.03449691991786
"135B_149A_3","149A","OE","135B","OE","135B_149A",3,7.1272,0.2623,0.2623,1.18180009285667,1.06323469801378
"135B_149A_4","149A","OE","135B","OE","135B_149A",4,6.53745,0.2547,0.2547,0.999419071278425,0.9837775202781
"135B_149A_5","149A","OE","135B","OE","135B_149A",5,7.11375,0.254,0.254,1.22368149447827,1.05219552609776
"57_149A_1","149A","OE","57","CC","57_149A",1,5.58875,0.2234,0.2234,0.980353462263737,0.969618055555556
"57_149A_2","149A","OE","57","CC","57_149A",2,6.3397,0.2397,0.2397,1.65512289999608,1.34060402684564
"57_149A_3","149A","OE","57","CC","57_149A",3,5.5989,0.2255,0.2255,0.988201032519967,1.02313974591652
"57_149A_4","149A","OE","57","CC","57_149A",4,5.15525,0.2223,0.2223,0.870385534235474,0.951219512195122
"57_149A_5","149A","OE","57","CC","57_149A",5,6.0839,0.2385,0.2385,0.884313497485392,0.940457413249211
"135A_149A_1","149A","OE","135A","OE","135A_149A",1,6.3978,0.2227,0.2227,1.0875618338518,1.13391038696538
"135A_149A_2","149A","OE","135A","OE","135A_149A",2,6.30705,0.2293,0.2293,1.09436597723487,1.14764764764765
"135A_149A_3","149A","OE","135A","OE","135A_149A",3,6.05025,0.2199,0.2199,1.06498798637576,1.13584710743802
"135A_149A_4","149A","OE","135A","OE","135A_149A",4,6.51380000000001,0.2331,0.2331,1.21722555990545,1.11052882324917
"135A_149A_5","149A","OE","135A","OE","135A_149A",5,6.628,0.225,0.225,1.13831331094948,1.08381502890173
"77_149A_1","149A","OE","77","CC","77_149A",1,5.9982,0.2433,0.2433,0.809069695293849,0.920893262679788
"77_149A_2","149A","OE","77","CC","77_149A",2,6.21734999999999,0.2496,0.2496,0.824571292157929,0.943667296786389
"77_149A_3","149A","OE","77","CC","77_149A",3,6.12565,0.2446,0.2446,0.827656326001189,0.932164634146342
"77_149A_4","149A","OE","77","CC","77_149A",4,5.90895,0.2382,0.2382,0.777749259624877,0.88451541032306
"77_149A_5","149A","OE","77","CC","77_149A",5,6.13474999999999,0.2443,0.2443,0.700070181044271,0.886751361161524
"159_149A_1","149A","OE","159","OE","159_149A",1,6.69235,0.2476,0.2476,0.917980055690438,1.04077343421606
