"inoc_sup_strain_rep","supernatant","sup_geno","inoculant","inoc_geno","inoc_sup_strain","rep","AUC","MaxOD","OD_62h","AUC_index","RGI"
"135B_77_3","77","CC","135B","OE","135B_77",3,6.78605,0.2612,0.2612,1.12523214167275,1.05877584110255
"135B_77_4","77","CC","135B","OE","135B_77",4,6.6645,0.2598,0.2598,1.01884196445633,1.00347624565469
"135B_77_5","77","CC","135B","OE","135B_77",5,6.6343,0.2559,0.2559,1.14120824302474,1.06006628003314
"57_77_1","77","CC","57","CC","57_77",1,6.8203,0.2497,0.2497,1.19638644038065,1.08376736111111
"57_77_2","77","CC","57","CC","57_77",2,6.73485,0.2499,0.2499,1.75828579633715,1.39765100671141
"57_77_3","77","CC","57","CC","57_77",3,6.804,0.2548,0.2548,1.20090014561179,1.15607985480944
"57_77_4","77","CC","57","CC","57_77",4,7.28155,0.2587,0.2587,1.22937894123705,1.10697475395807
"57_77_5","77","CC","57","CC","57_77",5,8.4008,0.2844,0.2844,1.22108200819791,1.12145110410095
"135A_77_1","77","CC","135A","OE","135A_77",1,6.3847,0.2223,0.2223,1.08533496523705,1.13187372708758
"135A_77_2","77","CC","135A","OE","135A_77",2,6.4105,0.2322,0.2322,1.11231607440311,1.16216216216216
"135A_77_3","77","CC","135A","OE","135A_77",3,6.4193,0.2159,0.2159,1.12994956918175,1.11518595041322
"135A_77_4","77","CC","135A","OE","135A_77",4,5.851,0.2138,0.2138,1.09336896297196,1.01858027632206
"135A_77_5","77","CC","135A","OE","135A_77",5,6.70945,0.2153,0.2153,1.15230178698702,1.03709055876686
"77_77_1","77","CC","77","CC","77_77",1,7.4137,0.2642,0.2642,1,1
"77_77_2","77","CC","77","CC","77_77",2,7.5401,0.2645,0.2645,1,1
"77_77_3","77","CC","77","CC","77_77",3,7.4012,0.2624,0.2624,1,1
"77_77_4","77","CC","77","CC","77_77",4,7.5975,0.2693,0.2693,1,1
"77_77_5","77","CC","77","CC","77_77",5,8.76304999999999,0.2755,0.2755,1,1
"159_77_1","77","CC","159","OE","159_77",1,6.8758,0.2508,0.2508,0.943143629205932,1.05422446406053
"159_77_2","77","CC","159","OE","159_77",2,7.2626,0.2577,0.2577,0.971085126724029,1.04331983805668
"159_77_3","77","CC","159","OE","159_77",3,7.0867,0.2491,0.2491,0.937871799792222,0.985753858330035
"159_77_4","77","CC","159","OE","159_77",4,7.14625,0.2445,0.2445,0.961422036862639,1.00741656365884
"159_77_5","77","CC","159","OE","159_77",5,7.0406,0.2386,0.2386,0.952507220985843,0.975470155355683
"74_77_1","77","CC","74","CC","74_77",1,7.76489999999999,0.2969,0.2969,1.09842837136269,1.03920196009801
"74_77_2","77","CC","74","CC","74_77",2,7.68855,0.2921,0.2921,1.07907201953643,1.03288543140028
"74_77_3","77","CC","74","CC","74_77",3,8.14955,0.299,0.299,1.11636141970658,1.05318774216273
"74_77_4","77","CC","74","CC","74_77",4,8.45074999999999,0.3034,0.3034,1.1710722328079,1.04801381692573
"74_77_5","77","CC","74","CC","74_77",5,8.6338,0.3158,0.3158,1.06786557989388,1.08447802197802
"168A_77_1","77","CC","168A","OE","168A_77",1,7.6868,0.2474,0.2474,2.39021129059842,1.84764749813293
"168A_77_2","77","CC","168A","OE","168A_77",2,7.31975,0.2427,0.2427,2.36117159400655,1.8512585812357
"168A_77_3","77","CC","168A","OE","168A_77",3,7.14025,0.24,0.24,2.08663315701803,1.75695461200586
"168A_77_4","77","CC","168A","OE","168A_77",4,7.1153,0.2335,0.2335,2.19289918944741,1.84439178515008
"168A_77_5","77","CC","168A","OE","168A_77",5,7.27189999999999,0.2351,0.2351,2.1916515973478,1.84247648902821
"67_77_1","77","CC","67","CC","67_77",1,7.5458,0.2488,0.2488,1.20691282198924,0.955086372360845
"67_77_2","77","CC","67","CC","67_77",2,7.701,0.2404,0.2404,1.28434552747225,1.0045967404931
"67_77_3","77","CC","67","CC","67_77",3,7.8626,0.249,0.249,1.28557880967953,1.03148301574151
"67_77_4","77","CC","67","CC","67_77",4,7.9452,0.2497,0.2497,1.22420301690267,0.988519398258116
"67_77_5","77","CC","67","CC","67_77",5,8.66435,0.2729,0.2729,1.32406494746896,1.10173597093258
"152B_74_1","74","CC","152B","OA","152B_74",1,8.44385,0.3133,0.3133,1.02769494784757,1.11217607383742
"152B_74_2","74","CC","152B","OA","152B_74",2,8.2901,0.2912,0.2912,0.971778896592953,0.968085106382979
"152B_74_3","74","CC","152B","OA","152B_74",3,8.53195,0.3026,0.3026,1.08199330408096,1.0811003929975
"152B_74_4","74","CC","152B","OA","152B_74",4,9.17015,0.3173,0.3173,1.19109099292761,1.13646131805158
"152B_74_5","74","CC","152B","OA","152B_74",5,8.1392,0.288,0.288,1.05254854290462,1.01946902654867
"147A_74_1","74","CC","147A","OC","147A_74",1,8.1368,0.2853,0.2853,1.39808761243653,1.26743669480231
"147A_74_2","74","CC","147A","OC","147A_74",2,7.8804,0.2932,0.2932,1.37939243298121,1.33272727272727
"147A_74_3","74","CC","147A","OC","147A_74",3,7.87195,0.2911,0.2911,1.39326548672566,1.35143918291551
"147A_74_4","74","CC","147A","OC","147A_74",4,7.52035,0.2848,0.2848,1.26991109347428,1.35683658885183
"147A_74_5","74","CC","147A","OC","147A_74",5,8.1493,0.303,0.303,1.41366778555506,1.42387218045113
"137B_74_1","74","CC","137B","OA","137B_74",1,8.2206,0.2772,0.2772,1.39689714353685,1.25714285714286
"137B_74_2","74","CC","137B","OA","137B_74",2,8.25449999999999,0.272,0.272,1.37068986989696,1.20888888888889
"137B_74_3","74","CC","137B","OA","137B_74",3,8.5926,0.2839,0.2839,1.44717473684211,1.25563909774436
"137B_74_4","74","CC","137B","OA","137B_74",4,8.0965,0.264,0.264,1.33968164670064,1.16094986807388
"137B_74_5","74","CC","137B","OA","137B_74",5,8.37430000000001,0.2754,0.2754,1.29018988560644,1.20948616600791
"158_74_1","74","CC","158","OC","158_74",1,6.725,0.254,0.254,1.19615097292875,1.21298949379179
"158_74_2","74","CC","158","OC","158_74",2,6.26334999999999,0.2443,0.2443,0.996111517541906,1.14802631578947
"158_74_3","74","CC","158","OC","158_74",3,6.47465,0.251,0.251,1.09542097738827,1.18396226415094
"158_74_4","74","CC","158","OC","158_74",4,6.66175,0.2729,0.2729,1.06959362908017,1.25068744271311
"158_74_5","74","CC","158","OC","158_74",5,7.22875,0.3013,0.3013,1.04800185570448,1.35051546391753
"152A_74_1","74","CC","152A","OA","152A_74",1,8.47974999999998,0.2868,0.2868,1.41849280695885,1.2534965034965
"152A_74_2","74","CC","152A","OA","152A_74",2,8.05035,0.2802,0.2802,1.27210884353742,1.17582878724297
"152A_74_3","74","CC","152A","OA","152A_74",3,8.31615,0.2916,0.2916,1.33074368924271,1.27114210985179
"152A_74_4","74","CC","152A","OA","152A_74",4,8.19405,0.2904,0.2904,1.2369124173535,1.16626506024096
"152A_74_5","74","CC","152A","OA","152A_74",5,8.25825,0.2957,0.2957,1.26548672566372,1.21587171052632
"170C_74_1","74","CC","170C","OC","170C_74",1,7.2389,0.2807,0.2807,1.40977253252317,1.30801491146319
"170C_74_2","74","CC","170C","OC","170C_74",2,6.982,0.2759,0.2759,1.20880547788675,1.19540727902946
"170C_74_3","74","CC","170C","OC","170C_74",3,7.0102,0.2774,0.2774,1.52435417935113,1.37599206349206
"170C_74_4","74","CC","170C","OC","170C_74",4,6.84195000000001,0.2847,0.2847,1.3358487250576,1.33599249178789
"170C_74_5","74","CC","170C","OC","170C_74",5,7.1438,0.2903,0.2903,1.51473644035452,1.42934515017233
"145B_74_1","74","CC","145B","OA","145B_74",1,6.83395,0.2324,0.2324,1.07868422921813,1.12487899322362
"145B_74_2","74","CC","145B","OA","145B_74",2,6.91735,0.2382,0.2382,0.997555629263228,1.08272727272727
"145B_74_3","74","CC","145B","OA","145B_74",3,6.88785,0.2402,0.2402,1.15088097446051,1.15926640926641
"145B_74_4","74","CC","145B","OA","145B_74",4,6.79425,0.2491,0.2491,1.04584042053737,1.17223529411765
"145B_74_5","74","CC","145B","OA","145B_74",5,7.1355,0.2477,0.2477,1.19235011028675,1.23050173869846
"157B_74_1","74","CC","157B","OC","157B_74",1,6.64295,0.2543,0.2543,1.13080150820063,1.19445749178018
"157B_74_2","74","CC","157B","OC","157B_74",2,6.2644,0.2404,0.2404,1.01735268085521,1.09322419281492
"157B_74_3","74","CC","157B","OC","157B_74",3,6.3217,0.2417,0.2417,1.03999276149113,1.11794634597595
"157B_74_4","74","CC","157B","OC","157B_74",4,6.49675,0.2516,0.2516,1.04414943627904,1.18679245283019
"157B_74_5","74","CC","157B","OC","157B_74",5,6.302,0.2525,0.2525,1.09957601242301,1.21569571497352
"154C_74_1","74","CC","154C","OA","154C_74",1,6.39795,0.2697,0.2697,1.08500517238455,1.02043132803632
"154C_74_2","74","CC","154C","OA","154C_74",2,6.1371,0.2709,0.2709,1.08303994494004,1.01689189189189
"154C_74_3","74","CC","154C","OA","154C_74",3,5.87295,0.2519,0.2519,1.19525597582196,1.06918505942275
"154C_74_4","74","CC","154C","OA","154C_74",4,5.95275,0.2614,0.2614,1.02147539295765,1.0195007800312
"154C_74_5","74","CC","154C","OA","154C_74",5,6.37685,0.277,0.277,1.18692067155567,1.08969315499607
"165A_74_1","74","CC","165A","OC","165A_74",1,6.91925,0.2354,0.2354,0.96618003337313,1.03700440528634
"165A_74_2","74","CC","165A","OC","165A_74",2,6.7022,0.2456,0.2456,0.966633254249266,1.12764003673095
"165A_74_3","74","CC","165A","OC","165A_74",3,6.37409999999999,0.2339,0.2339,0.939315345053713,1.09915413533835
"165A_74_4","74","CC","165A","OC","165A_74",4,6.2412,0.2293,0.2293,0.935480728155703,1.07049486461251
"165A_74_5","74","CC","165A","OC","165A_74",5,6.33075,0.2414,0.2414,0.975574989405556,1.15116833571769
"144A_74_1","74","CC","144A","OA","144A_74",1,7.8628,0.2808,0.2808,0.99111340803953,1.02444363371032
"144A_74_2","74","CC","144A","OA","144A_74",2,7.9327,0.2787,0.2787,0.979303363434913,1.03222222222222
"144A_74_3","74","CC","144A","OA","144A_74",3,7.69155,0.2651,0.2651,0.969533293416948,1.03838621229926
"144A_74_4","74","CC","144A","OA","144A_74",4,7.96515,0.2622,0.2622,0.980036666092477,0.975083674228338
"144A_74_5","74","CC","144A","OA","144A_74",5,8.00965,0.2668,0.2668,0.998037480997832,1.01832061068702
"122A_74_1","74","CC","122A","OC","122A_74",1,7.26915,0.2751,0.2751,1.14910921766073,1.24198645598194
"122A_74_2","74","CC","122A","OC","122A_74",2,6.6893,0.2598,0.2598,1.05119823996229,1.14449339207048
"122A_74_3","74","CC","122A","OC","122A_74",3,6.98115,0.2613,0.2613,1.06484087217151,1.18075011296882
"122A_74_4","74","CC","122A","OC","122A_74",4,6.93555,0.2729,0.2729,1.10127426461832,1.20485651214128
"122A_74_5","74","CC","122A","OC","122A_74",5,6.9047,0.2497,0.2497,1.08853715060459,1.07490314248816
"149A_74_1","74","CC","149A","OE","149A_74",1,6.7049,0.273,0.273,1.04178870252255,1.21279431363838
"149A_74_2","74","CC","149A","OE","149A_74",2,6.5238,0.2651,0.2651,1.04047017168922,1.16990291262136
"149A_74_3","74","CC","149A","OE","149A_74",3,6.5004,0.2563,0.2563,1.00386076535812,1.10283993115318
"149A_74_4","74","CC","149A","OE","149A_74",4,6.2606,0.243,0.243,1.01111147000872,1.04876996115667
"149A_74_5","74","CC","149A","OE","149A_74",5,6.3157,0.2549,0.2549,1.07879543591145,1.25012260912212
"41_74_1","74","CC","41","CC","41_74",1,7.34015,0.2653,0.2653,1.17938685990649,1.18121104185218
"41_74_2","74","CC","41","CC","41_74",2,7.0197,0.2623,0.2623,1.13651744515502,1.16681494661922
"41_74_3","74","CC","41","CC","41_74",3,7.01645,0.2606,0.2606,1.04303584834137,1.07685950413223
"41_74_4","74","CC","41","CC","41_74",4,7.3045,0.2693,0.2693,1.02212302697862,1.0369657296881
"41_74_5","74","CC","41","CC","41_74",5,7.307,0.2699,0.2699,1.11837271948084,1.13070800167574
"126B_74_1","74","CC","126B","OC","126B_74",1,6.45150000000001,0.2434,0.2434,0.922413731475591,1.00288421920066
"126B_74_2","74","CC","126B","OC","126B_74",2,6.80525,0.2524,0.2524,1.14574213751768,1.04600082884376
"126B_74_3","74","CC","126B","OC","126B_74",3,6.42245,0.2357,0.2357,1.12085620293371,0.998728813559322
"126B_74_4","74","CC","126B","OC","126B_74",4,6.2238,0.2265,0.2265,1.05970390676213,0.94375
"126B_74_5","74","CC","126B","OC","126B_74",5,5.8287,0.2192,0.2192,0.990879495439747,0.924894514767932
"53_74_1","74","CC","53","CC","53_74",1,6.99685,0.2634,0.2634,0.981270335465051,1.06899350649351
"53_74_2","74","CC","53","CC","53_74",2,7.05925,0.262,0.262,0.999674292471201,1.0746513535685
"53_74_3","74","CC","53","CC","53_74",3,6.70265,0.2605,0.2605,0.957897745542892,1.09270134228188
"53_74_4","74","CC","53","CC","53_74",4,7.2268,0.2735,0.2735,0.957591577943116,1.05720912253576
"53_74_5","74","CC","53","CC","53_74",5,7.45235,0.2814,0.2814,0.999637829390816,1.09622126996494
"135B_74_1","74","CC","135B","OE","135B_74",1,7.45775,0.2897,0.2897,1.28858497982739,1.20658059142024
"135B_74_2","74","CC","135B","OE","135B_74",2,7.6907,0.2888,0.2888,1.28473823126524,1.18603696098563
"135B_74_3","74","CC","135B","OE","135B_74",3,7.06495,0.2744,0.2744,1.17147807919347,1.11228212403729
"135B_74_4","74","CC","135B","OE","135B_74",4,7.2904,0.2771,0.2771,1.11452703993885,1.07029741212823
"135B_74_5","74","CC","135B","OE","135B_74",5,7.24875,0.274,0.274,1.24690370523274,1.13504556752278
"57_74_1","74","CC","57","CC","57_74",1,6.96,0.2562,0.2562,1.22089198789633,1.11197916666667
"57_74_2","74","CC","57","CC","57_74",2,6.6642,0.2662,0.2662,1.73984100669652,1.48881431767338
"57_74_3","74","CC","57","CC","57_74",3,6.88845,0.2539,0.2539,1.2158054979482,1.15199637023593
"57_74_4","74","CC","57","CC","57_74",4,6.9786,0.2609,0.2609,1.17823044260039,1.11638853230638
"57_74_5","74","CC","57","CC","57_74",5,7.3063,0.2795,0.2795,1.06199308119422,1.10212933753943
"135A_74_1","74","CC","135A","OE","135A_74",1,7.03015,0.2703,0.2703,1.19505499175549,1.37627291242363
"135A_74_2","74","CC","135A","OE","135A_74",2,6.94795,0.271,0.271,1.20557155746807,1.35635635635636
"135A_74_3","74","CC","135A","OE","135A_74",3,6.51785,0.2577,0.2577,1.1472967145158,1.33109504132231
"135A_74_4","74","CC","135A","OE","135A_74",4,6.6718,0.2545,0.2545,1.24675081988657,1.21248213434969
"135A_74_5","74","CC","135A","OE","135A_74",5,6.6326,0.2572,0.2572,1.13910332924012,1.23892100192678
"77_74_1","74","CC","77","CC","77_74",1,7.32635,0.2728,0.2728,0.988217759013719,1.03255109765329
"77_74_2","74","CC","77","CC","77_74",2,6.87285,0.2669,0.2669,0.911506478693917,1.00907372400756
"77_74_3","74","CC","77","CC","77_74",3,6.84185,0.2679,0.2679,0.924424417662,1.02096036585366
"77_74_4","74","CC","77","CC","77_74",4,7.3403,0.2721,0.2721,0.966146758802238,1.01039732640178
"77_74_5","74","CC","77","CC","77_74",5,7.32755,0.2623,0.2623,0.836187172274494,0.952087114337568
"159_74_1","74","CC","159","OE","159_74",1,8.24495,0.2984,0.2984,1.13094797196275,1.25430853299706
"159_74_2","74","CC","159","OE","159_74",2,7.8443,0.2893,0.2893,1.04886446445643,1.17125506072874
"159_74_3","74","CC","159","OE","159_74",3,7.6569,0.2898,0.2898,1.01333350979004,1.14681440443213
"159_74_4","74","CC","159","OE","159_74",4,7.0974,0.2722,0.2722,0.954849993273241,1.12154923774207
"159_74_5","74","CC","159","OE","159_74",5,7.11315,0.2718,0.2718,0.962322350219505,1.11120196238757
"74_74_1","74","CC","74","CC","74_74",1,7.0691,0.2857,0.2857,1,1
"74_74_2","74","CC","74","CC","74_74",2,7.12515,0.2828,0.2828,1,1
"74_74_3","74","CC","74","CC","74_74",3,7.3001,0.2839,0.2839,1,1
"74_74_4","74","CC","74","CC","74_74",4,7.21625,0.2895,0.2895,1,1
"74_74_5","74","CC","74","CC","74_74",5,8.0851,0.2912,0.2912,1,1
"168A_74_1","74","CC","168A","OE","168A_74",1,7.15995,0.2718,0.2718,2.22638722616956,2.02987303958178
"168A_74_2","74","CC","168A","OE","168A_74",2,7.242,0.2753,0.2753,2.33609135336527,2.09992372234935
"168A_74_3","74","CC","168A","OE","168A_74",3,7.3444,0.2809,0.2809,2.14629299511967,2.05636896046852
"168A_74_4","74","CC","168A","OE","168A_74",4,6.7093,0.2614,0.2614,2.06777205905014,2.06477093206951
"168A_74_5","74","CC","168A","OE","168A_74",5,6.84135,0.2668,0.2668,2.0618896925859,2.09090909090909
"67_74_1","74","CC","67","CC","67_74",1,6.94175,0.2602,0.2602,1.11029805746823,0.998848368522073
"67_74_2","74","CC","67","CC","67_74",2,7.2964,0.2735,0.2735,1.21686777128276,1.14291684078562
"67_74_3","74","CC","67","CC","67_74",3,7.35005000000001,0.2688,0.2688,1.2017740353172,1.11350455675228
"67_74_4","74","CC","67","CC","67_74",4,7.49485,0.2717,0.2717,1.15481271475016,1.07561361836896
"67_74_5","74","CC","67","CC","67_74",5,7.3922,0.2542,0.2542,1.12965807067813,1.02624142107388
"152B_67_1","67","CC","152B","OA","152B_67",1,8.5264,0.2925,0.2925,1.03774204934094,1.03833865814696
"152B_67_2","67","CC","152B","OA","152B_67",2,8.39644999999999,0.2885,0.2885,0.984245415169648,0.959109042553191
"152B_67_3","67","CC","152B","OA","152B_67",3,8.3599,0.2797,0.2797,1.06017449970832,0.999285459092533
"152B_67_4","67","CC","152B","OA","152B_67",4,8.41469999999999,0.2843,0.2843,1.09296722280311,1.0182664756447
"152B_67_5","67","CC","152B","OA","152B_67",5,8.39505,0.2879,0.2879,1.08563466251123,1.01911504424779
"147A_67_1","67","CC","147A","OC","147A_67",1,7.4635,0.2756,0.2756,1.28239933332761,1.22434473567303
"147A_67_2","67","CC","147A","OC","147A_67",2,7.3394,0.2808,0.2808,1.2846952975258,1.27636363636364
"147A_67_3","67","CC","147A","OC","147A_67",3,7.6164,0.2638,0.2638,1.34803539823009,1.2246982358403
"147A_67_4","67","CC","147A","OC","147A_67",4,7.59935,0.2758,0.2758,1.28325129391501,1.31395902810862
"147A_67_5","67","CC","147A","OC","147A_67",5,8.1016,0.3,0.3,1.40539321554648,1.40977443609023
"137B_67_1","67","CC","137B","OA","137B_67",1,8.58944999999999,0.2761,0.2761,1.45957450423966,1.25215419501134
"137B_67_2","67","CC","137B","OA","137B_67",2,8.5616,0.2664,0.2664,1.42168494640618,1.184
"137B_67_3","67","CC","137B","OA","137B_67",3,8.3071,0.2642,0.2642,1.39909052631579,1.16850950906678
"137B_67_4","67","CC","137B","OA","137B_67",4,8.11775,0.2632,0.2632,1.34319776292276,1.15743183817062
"137B_67_5","67","CC","137B","OA","137B_67",5,8.357,0.2632,0.2632,1.28752455417325,1.15590689503733
"158_67_1","67","CC","158","OC","158_67",1,5.45385,0.2288,0.2288,0.970056205755753,1.09264565425024
"158_67_2","67","CC","158","OC","158_67",2,5.06655,0.2169,0.2169,0.805774674767009,1.01926691729323
"158_67_3","67","CC","158","OC","158_67",3,5.3041,0.2253,0.2253,0.897380152775075,1.0627358490566
"158_67_4","67","CC","158","OC","158_67",4,5.2384,0.2392,0.2392,0.841064174814958,1.09624197983501
"158_67_5","67","CC","158","OC","158_67",5,6.28455,0.2686,0.2686,0.911114654991192,1.20394441954281
"152A_67_1","67","CC","152A","OA","152A_67",1,7.5021,0.2673,0.2673,1.25495148879224,1.16826923076923
"152A_67_2","67","CC","152A","OA","152A_67",2,7.27475,0.2613,0.2613,1.14954925059455,1.09651699538397
"152A_67_3","67","CC","152A","OA","152A_67",3,7.2899,0.2671,0.2671,1.16652398287795,1.16434176111595
"152A_67_4","67","CC","152A","OA","152A_67",4,7.497,0.2651,0.2651,1.13169097002083,1.06465863453815
"152A_67_5","67","CC","152A","OA","152A_67",5,7.86565,0.2746,0.2746,1.2053250584224,1.12911184210526
"170C_67_1","67","CC","170C","OC","170C_67",1,6.51195,0.2633,0.2633,1.2681993456415,1.22693383038211
"170C_67_2","67","CC","170C","OC","170C_67",2,6.40185,0.2697,0.2697,1.10836312641211,1.16854419410745
"170C_67_3","67","CC","170C","OC","170C_67",3,6.84245,0.2706,0.2706,1.48787727233191,1.3422619047619
"170C_67_4","67","CC","170C","OC","170C_67",4,5.22035,0.2578,0.2578,1.01924128236167,1.20976067573909
"170C_67_5","67","CC","170C","OC","170C_67",5,5.61884999999999,0.255,0.255,1.19139349476273,1.25553914327917
"145B_67_1","67","CC","145B","OA","145B_67",1,5.5666,0.1865,0.1865,0.878643190302189,0.9027105517909
"145B_67_2","67","CC","145B","OA","145B_67",2,5.95365000000001,0.2028,0.2028,0.858579813391404,0.921818181818182
"145B_67_3","67","CC","145B","OA","145B_67",3,5.61715,0.194,0.194,0.938561534541383,0.936293436293436
"145B_67_4","67","CC","145B","OA","145B_67",4,6.3302,0.2133,0.2133,0.974409100354809,1.00376470588235
"145B_67_5","67","CC","145B","OA","145B_67",5,5.47365,0.2,0.2,0.914653098054943,0.993541977148535
"157B_67_1","67","CC","157B","OC","157B_67",1,5.00655,0.2345,0.2345,0.852244001668213,1.10145608266792
"157B_67_2","67","CC","157B","OC","157B_67",2,4.6528,0.2241,0.2241,0.755625208077887,1.01909959072306
"157B_67_3","67","CC","157B","OC","157B_67",3,4.737,0.219,0.219,0.779291284177277,1.01295097132285
"157B_67_4","67","CC","157B","OC","157B_67",4,5.22755,0.2284,0.2284,0.840165218858736,1.07735849056604
"157B_67_5","67","CC","157B","OC","157B_67",5,6.3805,0.2386,0.2386,1.1132727304451,1.14877226769379
"154C_67_1","67","CC","154C","OA","154C_67",1,4.76325,0.1894,0.1894,0.807782318924144,0.716609912977677
"154C_67_2","67","CC","154C","OA","154C_67",2,4.5461,0.1822,0.1822,0.802269458488851,0.683933933933934
"154C_67_3","67","CC","154C","OA","154C_67",3,4.25665,0.1704,0.1704,0.866308473506934,0.723259762308998
"154C_67_4","67","CC","154C","OA","154C_67",4,4.40765,0.1875,0.1875,0.756340517537236,0.731279251170047
"154C_67_5","67","CC","154C","OA","154C_67",5,4.4219,0.1831,0.1831,0.823046569631091,0.72029897718332
