"inoc_sup_strain_rep","supernatant","sup_geno","inoculant","inoc_geno","inoc_sup_strain","rep","AUC","MaxOD","OD_62h","MaxGrowthRate","TimeMaxGrowthRate","AbsMaxGrowthRate","AUC_index","RGI","MaxGrowthRate_index"
"57_157B_4","157B","OC","57","CC","57_157B",4,6.3916,0.239,0.239,0.00380208333333333,48,0.1751,1.07912442279607,1.02267864783911,0.931122448979592
"57_157B_5","157B","OC","57","CC","57_157B",5,6.592,0.246,0.246,0.00390208333333333,48,0.1813,0.958167388586877,0.970031545741325,0.941206030150753
"135A_157B_1","157B","OC","135A","OE","135A_157B",1,6.8196,0.2246,0.2246,0.00373333333333333,24,0.0748,1.1592636034474,1.14358452138493,1.12210394489668
"135A_157B_2","157B","OC","135A","OE","135A_157B",2,6.9982,0.232,0.232,0.003775,24,0.0776,1.21429067184897,1.16116116116116,1.20159151193634
"135A_157B_3","157B","OC","135A","OE","135A_157B",3,7.19405,0.2331,0.2331,0.00368541666666667,24,0.0856,1.26632400700575,1.20402892561983,1.19850948509485
"135A_157B_4","157B","OC","135A","OE","135A_157B",4,7.1758,0.2358,0.2358,0.00362083333333333,24,0.0902,1.34093266185168,1.12339209147213,1.011641443539
"135A_157B_5","157B","OC","135A","OE","135A_157B",5,6.40155,0.2256,0.2256,0.00338125,24,0.073,1.09942208444608,1.08670520231214,1.07554671968191
"77_157B_1","157B","OC","77","CC","77_157B",1,7.2759,0.2642,0.2642,0.00417083333333333,24,0.0708,0.981412789835035,1,0.967617206379893
"77_157B_2","157B","OC","77","CC","77_157B",2,7.5924,0.2633,0.2633,0.00432083333333333,24,0.0796,1.00693624752987,0.995463137996219,0.989031950405341
"77_157B_3","157B","OC","77","CC","77_157B",3,7.3963,0.2614,0.2614,0.00420625,24,0.0739,0.999337945198075,0.996189024390244,0.97962154294032
"77_157B_4","157B","OC","77","CC","77_157B",4,7.80495,0.2636,0.2636,0.00435208333333333,24,0.082,1.02730503455084,0.978834014110657,0.972080037226617
"77_157B_5","157B","OC","77","CC","77_157B",5,7.7501,0.2592,0.2592,0.00426041666666667,24,0.0825,0.884406684887112,0.940834845735027,0.933363760839799
"159_157B_1","157B","OC","159","OE","159_157B",1,7.7412,0.2453,0.2453,0.00410208333333333,24,0.0949,1.0618493066129,1.03110550651534,0.997467071935157
"159_157B_2","157B","OC","159","OE","159_157B",2,7.64424999999999,0.2505,0.2505,0.00414583333333333,24,0.0899,1.02211569960622,1.01417004048583,1.03862212943633
"159_157B_3","157B","OC","159","OE","159_157B",3,7.40145,0.256,0.256,0.00403541666666667,24,0.0794,0.979526610774005,1.01305896319747,1.01466736511262
"159_157B_4","157B","OC","159","OE","159_157B",4,7.13035,0.2462,0.2462,0.00389166666666667,24,0.0777,0.959282927485537,1.0144210960033,0.974947807933194
"159_157B_5","157B","OC","159","OE","159_157B",5,7.37305,0.2544,0.2544,0.00395833333333333,24,0.0807,0.997483647088269,1.04006541291905,0.99737532808399
"74_157B_1","157B","OC","74","CC","74_157B",1,7.4468,0.2702,0.2702,0.00421875,24,0.0707,1.05342971523956,0.945747287364368,0.869098712446352
"74_157B_2","157B","OC","74","CC","74_157B",2,7.44145,0.2741,0.2741,0.00424791666666667,48,0.2027,1.04439204788671,0.969236209335219,0.905819635717459
"74_157B_3","157B","OC","74","CC","74_157B",3,7.3605,0.2752,0.2752,0.00428333333333333,48,0.2006,1.0082738592622,0.969355406833392,0.911347517730497
"74_157B_4","157B","OC","74","CC","74_157B",4,7.2065,0.2728,0.2728,0.00439583333333333,48,0.1996,0.99864888272995,0.942314335060449,0.895966029723991
"74_157B_5","157B","OC","74","CC","74_157B",5,8.73664999999999,0.2835,0.2835,0.00465416666666667,24,0.1035,1.08058651098935,0.973557692307692,1.04931892907468
"168A_157B_1","157B","OC","168A","OE","168A_157B",1,4.45025,0.1538,0.1538,0.0025375,24,0.0469,1.38380571837249,1.14861837191934,1.01669449081803
"168A_157B_2","157B","OC","168A","OE","168A_157B",2,4.61935,0.1565,0.1565,0.00262916666666667,24,0.0509,1.49008886953436,1.19374523264683,1.07039864291773
"168A_157B_3","157B","OC","168A","OE","168A_157B",3,4.6266,0.1567,0.1567,0.00262291666666667,24,0.0515,1.35205587539086,1.14714494875549,1.02943581357318
"168A_157B_4","157B","OC","168A","OE","168A_157B",4,4.4635,0.1536,0.1536,0.00253333333333333,24,0.0482,1.37562794711375,1.21327014218009,1.05281385281385
"168A_157B_5","157B","OC","168A","OE","168A_157B",5,4.557,0.1549,0.1549,0.00251666666666667,24,0.0522,1.37341772151899,1.21394984326019,1.04407951598963
"67_157B_1","157B","OC","67","CC","67_157B",1,6.6573,0.236,0.236,0.00368958333333333,24,0.0779,1.06480170821237,0.90595009596929,0.815002300966406
"67_157B_2","157B","OC","67","CC","67_157B",2,6.7947,0.2441,0.2441,0.00382708333333333,24,0.0779,1.13319602071364,1.02005850396991,0.957768508863399
"67_157B_3","157B","OC","67","CC","67_157B",3,7.2295,0.2505,0.2505,0.00393958333333333,24,0.0781,1.18206344015697,1.03769676884838,0.991090146750524
"67_157B_4","157B","OC","67","CC","67_157B",4,7.1875,0.2474,0.2474,0.00392916666666667,24,0.088,1.1074559714026,0.979414093428345,0.947738693467337
"67_157B_5","157B","OC","67","CC","67_157B",5,7.1995,0.2458,0.2458,0.004075,24,0.0866,1.10021012416428,0.99232943076302,0.992893401015228
"152B_165A_1","165A","OC","152B","OA","152B_165A",1,6.8729,0.2456,0.2456,0.0041375,24,0.0524,0.836495746260482,0.871849485268016,1.03168831168831
"152B_165A_2","165A","OC","152B","OA","152B_165A",2,7.3893,0.2547,0.2547,0.00431875,24,0.0623,0.866185667313339,0.846742021276596,1.00436046511628
"152B_165A_3","165A","OC","152B","OA","152B_165A",3,6.96095,0.2464,0.2464,0.00403333333333333,24,0.0573,0.882764349303777,0.880314397999285,0.952287260206591
"152B_165A_4","165A","OC","152B","OA","152B_165A",4,7.0169,0.2484,0.2484,0.00401041666666667,24,0.0561,0.911409997467187,0.889684813753582,0.937652216268875
"152B_165A_5","165A","OC","152B","OA","152B_165A",5,7.26165,0.2497,0.2497,0.00406041666666667,24,0.0624,0.93906515708956,0.883893805309734,0.94888023369036
"147A_165A_1","165A","OC","147A","OC","147A_165A",1,7.3217,0.2629,0.2629,0.00419583333333333,24,0.063,1.25803486284246,1.16792536650378,1.07873594001071
"147A_165A_2","165A","OC","147A","OC","147A_165A",2,7.3623,0.2679,0.2679,0.00430625,48,0.2016,1.28870373449794,1.21772727272727,1.12398042414356
"147A_165A_3","165A","OC","147A","OC","147A_165A",3,7.0458,0.2527,0.2527,0.00412916666666667,24,0.0568,1.24704424778761,1.17316620241411,1.10664433277499
"147A_165A_4","165A","OC","147A","OC","147A_165A",4,7.2841,0.2605,0.2605,0.00423125,24,0.0613,1.23001713962462,1.24106717484516,1.14037057832678
"147A_165A_5","165A","OC","147A","OC","147A_165A",5,7.32635,0.2612,0.2612,0.00414375,24,0.0652,1.27090976902327,1.22744360902256,1.13592233009709
"137B_165A_1","165A","OC","137B","OA","137B_165A",1,7.02415,0.2229,0.2229,0.00395833333333333,24,0.0663,1.19358867610325,1.0108843537415,1.02425876010782
"137B_165A_2","165A","OC","137B","OA","137B_165A",2,7.05055,0.2248,0.2248,0.00399375,24,0.0664,1.17076957564989,0.999111111111111,1.01968085106383
"137B_165A_3","165A","OC","137B","OA","137B_165A",3,7.40705,0.2289,0.2289,0.00397916666666667,24,0.0787,1.24750315789474,1.01238390092879,0.978483606557377
"137B_165A_4","165A","OC","137B","OA","137B_165A",4,7.6985,0.2372,0.2372,0.00421875,24,0.0813,1.27382685816401,1.04309586631486,1.05854678515421
"137B_165A_5","165A","OC","137B","OA","137B_165A",5,7.4557,0.2224,0.2224,0.0040125,24,0.0832,1.14866540846589,0.976723759332455,1.06408839779006
"158_165A_1","165A","OC","158","OC","158_165A",1,6.62915,0.2315,0.2315,0.00375625,24,0.0648,1.17910248657109,1.10553963705826,1.13897662665824
"158_165A_2","165A","OC","158","OC","158_165A",2,6.7384,0.2297,0.2297,0.00372916666666667,24,0.0696,1.07166258468781,1.07941729323308,1.05604719764012
"158_165A_3","165A","OC","158","OC","158_165A",3,6.57365,0.2164,0.2164,0.00369583333333333,24,0.0665,1.11217040427026,1.02075471698113,1.08700980392157
"158_165A_4","165A","OC","158","OC","158_165A",4,6.43005,0.22,0.22,0.00355416666666667,24,0.0629,1.03239246664419,1.00824931255729,1.00176159718144
"158_165A_5","165A","OC","158","OC","158_165A",5,7.101,0.2433,0.2433,0.0037875,24,0.0776,1.02948105514197,1.09054235768714,0.960380348652932
"152A_165A_1","165A","OC","152A","OA","152A_165A",1,6.8071,0.2348,0.2348,0.00413541666666667,24,0.0513,1.1386918701907,1.02622377622378,1.01638504864311
"152A_165A_2","165A","OC","152A","OA","152A_165A",2,6.9609,0.2403,0.2403,0.0040375,24,0.0566,1.09995496456422,1.0083927822073,0.982758620689655
"152A_165A_3","165A","OC","152A","OA","152A_165A",3,7.3828,0.2441,0.2441,0.00415416666666667,24,0.0684,1.18138976677201,1.0640802092415,0.952699474438605
"152A_165A_4","165A","OC","152A","OA","152A_165A",4,7.5532,0.2379,0.2379,0.00422083333333333,24,0.0736,1.14017450110195,0.955421686746988,0.980164489598452
"152A_165A_5","165A","OC","152A","OA","152A_165A",5,7.51915,0.2431,0.2431,0.00426875,24,0.0698,1.15222771328966,0.999588815789474,0.979445506692161
"170C_165A_1","165A","OC","170C","OC","170C_165A",1,6.97125,0.2507,0.2507,0.00402708333333333,24,0.0612,1.35764781491003,1.16821994408201,1.05168661588683
"170C_165A_2","165A","OC","170C","OC","170C_165A",2,7.3175,0.2545,0.2545,0.00412083333333333,24,0.0694,1.26689116076143,1.1026863084922,1.05100956429331
"170C_165A_3","165A","OC","170C","OC","170C_165A",3,7.13235,0.247,0.247,0.00405416666666667,24,0.0683,1.55091545620597,1.22519841269841,1.07991120976693
"170C_165A_4","165A","OC","170C","OC","170C_165A",4,7.26855,0.2521,0.2521,0.00404166666666667,24,0.0711,1.41913975555469,1.18301267010793,1.07004964147821
"170C_165A_5","165A","OC","170C","OC","170C_165A",5,7.19290000000001,0.2482,0.2482,0.00388125,24,0.0755,1.52514736440355,1.22205809945839,1.03962053571429
"145B_165A_1","165A","OC","145B","OA","145B_165A",1,4.96175,0.1735,0.1735,0.00313958333333333,24,0.03,0.783172466044244,0.839787028073572,0.869088811995386
"145B_165A_2","165A","OC","145B","OA","145B_165A",2,5.41105,0.1906,0.1906,0.003225,24,0.0395,0.780331107682102,0.866363636363636,0.837662337662338
"145B_165A_3","165A","OC","145B","OA","145B_165A",3,5.20955,0.1793,0.1793,0.0031875,24,0.0373,0.870456235327535,0.86534749034749,0.897360703812317
"145B_165A_4","165A","OC","145B","OA","145B_165A",4,5.62155,0.1862,0.1862,0.00339583333333333,24,0.0439,0.865326447521339,0.876235294117647,0.914702581369248
"145B_165A_5","165A","OC","145B","OA","145B_165A",5,5.96855000000001,0.1906,0.1906,0.00350208333333333,24,0.0536,0.997351447095784,0.946845504222553,1.02250608272506
"157B_165A_1","165A","OC","157B","OC","157B_165A",1,6.6672,0.2186,0.2186,0.00372708333333333,24,0.0671,1.13492948396047,1.02677313292626,1.07901085645356
"157B_165A_2","165A","OC","157B","OC","157B_165A",2,6.72385,0.2203,0.2203,0.00384375,24,0.0664,1.09196839652134,1.00181900864029,1.04473386183465
"157B_165A_3","165A","OC","157B","OC","157B_165A",3,6.8279,0.2229,0.2229,0.00392291666666667,24,0.0669,1.12326851577666,1.03098982423682,1.11618257261411
"157B_165A_4","165A","OC","157B","OC","157B_165A",4,6.5567,0.2143,0.2143,0.00361458333333333,24,0.0669,1.05378452439309,1.01084905660377,1.01819248826291
"157B_165A_5","165A","OC","157B","OC","157B_165A",5,6.45385,0.2104,0.2104,0.00351875,24,0.0674,1.12607087397275,1.01299951853635,1.04066543438078
"154C_165A_1","165A","OC","154C","OA","154C_165A",1,4.1042,0.1713,0.1713,0.00318958333333333,48,0.122,0.696016415961469,0.648127128263337,0.584797555385791
"154C_165A_2","165A","OC","154C","OA","154C_165A",2,4.2023,0.1658,0.1658,0.00298958333333333,48,0.1215,0.741597621127494,0.622372372372372,0.534450651769087
"154C_165A_3","165A","OC","154C","OA","154C_165A",3,4.089,0.1534,0.1534,0.00269166666666667,48,0.119,0.832188539854077,0.651103565365025,0.52734693877551
"154C_165A_4","165A","OC","154C","OA","154C_165A",4,4.0536,0.1543,0.1543,0.00274583333333333,48,0.1193,0.695586519321847,0.60179407176287,0.520948616600791
"154C_165A_5","165A","OC","154C","OA","154C_165A",5,4.1509,0.1584,0.1584,0.00281458333333333,48,0.1237,0.772605442430108,0.623131392604249,0.52445652173913
"165A_165A_1","165A","OC","165A","OC","165A_165A",1,7.16145,0.227,0.227,0.00405208333333333,24,0.0734,1,1,1
"165A_165A_2","165A","OC","165A","OC","165A_165A",2,6.93355,0.2178,0.2178,0.00388333333333333,24,0.0709,1,1,1
"165A_165A_3","165A","OC","165A","OC","165A_165A",3,6.7859,0.2128,0.2128,0.00380833333333333,24,0.0694,1,1,1
"165A_165A_4","165A","OC","165A","OC","165A_165A",4,6.67165,0.2142,0.2142,0.00365833333333333,24,0.0671,1,1,1
"165A_165A_5","165A","OC","165A","OC","165A_165A",5,6.48925,0.2097,0.2097,0.00371458333333333,24,0.0614,1,1,1
"144A_165A_1","165A","OC","144A","OA","144A_165A",1,6.17125,0.2204,0.2204,0.00386666666666667,24,0.0399,0.777891923915647,0.804086099963517,0.831913939937248
"144A_165A_2","165A","OC","144A","OA","144A_165A",2,6.4137,0.2191,0.2191,0.00394166666666667,24,0.0468,0.79178060207275,0.811481481481481,0.861958997722096
"144A_165A_3","165A","OC","144A","OA","144A_165A",3,6.37795,0.2067,0.2067,0.00391458333333333,24,0.0524,0.803951722181955,0.809635722679201,0.880093676814988
"144A_165A_4","165A","OC","144A","OA","144A_165A",4,6.77940000000001,0.2181,0.2181,0.00409375,24,0.0557,0.834141299800676,0.8110821866865,0.914804469273743
"144A_165A_5","165A","OC","144A","OA","144A_165A",5,6.78775,0.2143,0.2143,0.00405625,24,0.058,0.845783387743913,0.81793893129771,0.919263456090651
"122A_165A_1","165A","OC","122A","OC","122A_165A",1,7.07075,0.2295,0.2295,0.00395416666666667,24,0.0753,1.11774609146525,1.03611738148984,1.09080459770115
"122A_165A_2","165A","OC","122A","OC","122A_165A",2,7.14955,0.2277,0.2277,0.00403333333333333,24,0.0767,1.12352478981692,1.00308370044053,1.10125142207053
"122A_165A_3","165A","OC","122A","OC","122A_165A",3,6.9853,0.2344,0.2344,0.0039625,24,0.0728,1.06547387527551,1.05919566199729,1.08872352604465
"122A_165A_4","165A","OC","122A","OC","122A_165A",4,7.25435,0.2397,0.2397,0.00401041666666667,24,0.0746,1.15189551824064,1.05827814569536,1.10823258491652
"122A_165A_5","165A","OC","122A","OC","122A_165A",5,7.4687,0.2537,0.2537,0.00416875,24,0.0751,1.17745266510066,1.09212225570383,1.12163677130045
"149A_165A_1","165A","OC","149A","OE","149A_165A",1,6.04135,0.2249,0.2249,0.00364375,48,0.1679,0.938688150156542,0.999111505997335,1.00286697247706
"149A_165A_2","165A","OC","149A","OE","149A_165A",2,5.8581,0.2212,0.2212,0.00358541666666667,48,0.1595,0.934298769547293,0.976169461606355,0.982866933181039
"149A_165A_3","165A","OC","149A","OE","149A_165A",3,5.88885,0.2161,0.2161,0.00334375,48,0.1577,0.90941872316768,0.92986230636833,0.900673400673401
"149A_165A_4","165A","OC","149A","OE","149A_165A",4,5.96855,0.2278,0.2278,0.00360833333333333,48,0.1591,0.963944248845248,0.983167889512301,0.941304347826087
"149A_165A_5","165A","OC","149A","OE","149A_165A",5,5.6473,0.2228,0.2228,0.00367083333333333,48,0.1532,0.964624897512982,1.09269249632173,1.0856438693777
"41_165A_1","165A","OC","41","CC","41_165A",1,5.3874,0.211,0.211,0.0035125,48,0.1568,0.865626556549962,0.939447907390917,0.99822380106572
"41_165A_2","165A","OC","41","CC","41_165A",2,5.1355,0.208,0.208,0.00348958333333333,48,0.1485,0.831457945438355,0.925266903914591,0.995246583481877
"41_165A_3","165A","OC","41","CC","41_165A",3,5.2885,0.22,0.22,0.00370625,48,0.1497,0.786166093103115,0.909090909090909,0.973727422003284
"41_165A_4","165A","OC","41","CC","41_165A",4,5.55535,0.2247,0.2247,0.003775,48,0.1612,0.777363427739842,0.865229110512129,0.94869109947644
"41_165A_5","165A","OC","41","CC","41_165A",5,5.36365,0.214,0.214,0.00363125,48,0.1578,0.820933329251867,0.896522832006703,1.02168815943728
"126B_165A_1","165A","OC","126B","OC","126B_165A",1,4.95635,0.1732,0.1732,0.00303958333333333,24,0.0398,0.708642222428744,0.713638236505974,0.761879895561357
"126B_165A_2","165A","OC","126B","OC","126B_165A",2,4.86625,0.1766,0.1766,0.00295416666666667,24,0.0405,0.819289177722405,0.731869042685454,0.663547028544689
"126B_165A_3","165A","OC","126B","OC","126B_165A",3,5.0693,0.1847,0.1847,0.00298125,24,0.0457,0.88470230979328,0.782627118644068,0.683054892601432
"126B_165A_4","165A","OC","126B","OC","126B_165A",4,4.69385,0.1775,0.1775,0.00290416666666667,48,0.1344,0.799204855997208,0.739583333333333,0.663177925784967
"126B_165A_5","165A","OC","126B","OC","126B_165A",5,4.71115,0.1806,0.1806,0.00301458333333333,48,0.1366,0.80089590044795,0.762025316455696,0.700387221684414
"53_165A_1","165A","OC","53","CC","53_165A",1,6.1771,0.2486,0.2486,0.00418958333333333,48,0.1811,0.866304835633344,1.00892857142857,0.999502982107356
"53_165A_2","165A","OC","53","CC","53_165A",2,6.03535,0.2473,0.2473,0.00418333333333333,48,0.177,0.854677797367435,1.0143560295324,1.026060296372
"53_165A_3","165A","OC","53","CC","53_165A",3,6.06779999999999,0.2501,0.2501,0.00418958333333333,48,0.1744,0.867169245060558,1.04907718120805,1.03927648578811
"53_165A_4","165A","OC","53","CC","53_165A",4,6.2039,0.2606,0.2606,0.00448958333333333,48,0.1827,0.82205158443589,1.00734441437959,1.02423954372624
"53_165A_5","165A","OC","53","CC","53_165A",5,6.1319,0.2591,0.2591,0.00457291666666667,48,0.1848,0.822516280910256,1.00934943513829,1.04673342870768
"135B_165A_1","165A","OC","135B","OE","135B_165A",1,6.3814,0.2501,0.2501,0.0042875,48,0.1919,1.1026081848105,1.04164931278634,0.983277591973244
"135B_165A_2","165A","OC","135B","OE","135B_165A",2,6.80205,0.2536,0.2536,0.00414375,48,0.1988,1.13628846346597,1.04147843942505,0.948045757864633
"135B_165A_3","165A","OC","135B","OE","135B_165A",3,6.58315,0.251,0.251,0.00412291666666667,48,0.1922,1.09158818067255,1.01743007701662,0.929544387036167
"135B_165A_4","165A","OC","135B","OE","135B_165A",4,6.632,0.2558,0.2558,0.0041,48,0.1854,1.01387349512708,0.988026264967169,0.904827586206897
"135B_165A_5","165A","OC","135B","OE","135B_165A",5,6.84615,0.2643,0.2643,0.00418541666666667,48,0.1893,1.17764991227165,1.09486329743165,0.948088721094856
"57_165A_1","165A","OC","57","CC","57_165A",1,4.43165,0.2012,0.2012,0.00334791666666667,48,0.1218,0.777380169275972,0.873263888888889,0.839602925809823
"57_165A_2","165A","OC","57","CC","57_165A",2,4.687,0.2049,0.2049,0.00350208333333333,48,0.133,1.2236479695067,1.14597315436242,1.04345127250155
"57_165A_3","165A","OC","57","CC","57_165A",3,4.18565,0.2048,0.2048,0.00360833333333333,48,0.1179,0.738763623527335,0.929219600725953,0.960621186910704
"57_165A_4","165A","OC","57","CC","57_165A",4,5.10155,0.2329,0.2329,0.00411041666666667,48,0.1459,0.861319106188639,0.996576807873342,1.00663265306122
"57_165A_5","165A","OC","57","CC","57_165A",5,4.4013,0.1998,0.1998,0.00341666666666667,48,0.1236,0.639742434373092,0.787854889589905,0.824120603015075
"135A_165A_1","165A","OC","135A","OE","135A_165A",1,6.07675,0.2109,0.2109,0.00350208333333333,24,0.055,1.03298655379333,1.07382892057026,1.05259862241703
"135A_165A_2","165A","OC","135A","OE","135A_165A",2,6.3109,0.2245,0.2245,0.003525,24,0.0624,1.09503400888395,1.12362362362362,1.12201591511936
"135A_165A_3","165A","OC","135A","OE","135A_165A",3,6.2323,0.2403,0.2403,0.0037375,48,0.1675,1.09703311887767,1.24121900826446,1.21544715447154
"135A_165A_4","165A","OC","135A","OE","135A_165A",4,6.9827,0.2381,0.2381,0.00356875,24,0.0839,1.30484830930513,1.13434969032873,0.99708963911525
"135A_165A_5","165A","OC","135A","OE","135A_165A",5,5.89865,0.229,0.229,0.00348125,48,0.1516,1.01305247610624,1.10308285163777,1.10735586481113
"77_165A_1","165A","OC","77","CC","77_165A",1,6.34565,0.2553,0.2553,0.0041625,48,0.1802,0.855935632680039,0.966313398940197,0.965683905268245
"77_165A_2","165A","OC","77","CC","77_165A",2,6.20395,0.2568,0.2568,0.00433333333333333,48,0.1801,0.822794127398842,0.970888468809074,0.991893180734383
"77_165A_3","165A","OC","77","CC","77_165A",3,6.19395,0.2568,0.2568,0.00437291666666667,48,0.1788,0.83688455926066,0.978658536585366,1.01843765162542
"77_165A_4","165A","OC","77","CC","77_165A",4,6.3037,0.2522,0.2522,0.00420833333333333,48,0.182,0.829707140506745,0.936502042331972,0.939972080037227
"77_165A_5","165A","OC","77","CC","77_165A",5,6.4162,0.2392,0.2392,0.003925,24,0.0536,0.732187993906232,0.868239564428312,0.859881332724783
"159_165A_1","165A","OC","159","OE","159_165A",1,8.26105,0.2727,0.2727,0.00452083333333333,24,0.0963,1.13315638588261,1.14627994955864,1.09929078014184
"159_165A_2","165A","OC","159","OE","159_165A",2,7.5739,0.2564,0.2564,0.00421666666666667,24,0.0866,1.01270917320176,1.03805668016194,1.05636743215031
"159_165A_3","165A","OC","159","OE","159_165A",3,7.6169,0.2572,0.2572,0.00410208333333333,24,0.0885,1.0080398086327,1.01780767708746,1.03143006809848
"159_165A_4","165A","OC","159","OE","159_165A",4,7.6311,0.2624,0.2624,0.00405833333333333,24,0.0878,1.02665141934616,1.08117016893284,1.01670146137787
"159_165A_5","165A","OC","159","OE","159_165A",5,7.00265,0.2544,0.2544,0.00389791666666667,24,0.0716,0.947373049319165,1.04006541291905,0.982152230971128
"74_165A_1","165A","OC","74","CC","74_165A",1,7.60555,0.2967,0.2967,0.00468333333333333,48,0.2092,1.0758866050841,1.03850192509625,0.96480686695279
"74_165A_2","165A","OC","74","CC","74_165A",2,6.7907,0.2883,0.2883,0.0049125,48,0.1943,0.953060637319917,1.01944837340877,1.0475344291426
"74_165A_3","165A","OC","74","CC","74_165A",3,7.0881,0.2912,0.2912,0.00483541666666667,48,0.1999,0.970959301927371,1.02571327932371,1.02881205673759
"74_165A_4","165A","OC","74","CC","74_165A",4,6.93639999999999,0.2817,0.2817,0.0046375,48,0.1927,0.9612194699463,0.973056994818653,0.945222929936306
"74_165A_5","165A","OC","74","CC","74_165A",5,8.0598,0.2869,0.2869,0.00449166666666667,24,0.0838,0.996870787003254,0.985233516483516,1.01268201033349
"168A_165A_1","165A","OC","168A","OE","168A_165A",1,5.01755,0.1749,0.1749,0.00284166666666667,24,0.0571,1.56020771467218,1.30619865571322,1.13856427378965
"168A_165A_2","165A","OC","168A","OE","168A_165A",2,4.70945,0.1716,0.1716,0.00259791666666667,24,0.0524,1.51915291688844,1.30892448512586,1.05767599660729
"168A_165A_3","165A","OC","168A","OE","168A_165A",3,4.91375,0.1794,0.1794,0.00271666666666667,24,0.0553,1.43597124404571,1.31332357247438,1.06623058053966
"168A_165A_4","165A","OC","168A","OE","168A_165A",4,4.9642,0.179,0.179,0.00261041666666667,24,0.0595,1.52994113477363,1.41390205371248,1.08484848484848
"168A_165A_5","165A","OC","168A","OE","168A_165A",5,4.5032,0.1694,0.1694,0.00251666666666667,48,0.1182,1.35720313441832,1.32758620689655,1.04407951598963
"67_165A_1","165A","OC","67","CC","67_165A",1,7.0048,0.2718,0.2718,0.00435625,48,0.2017,1.12038258838959,1.04337811900192,0.962264150943396
"67_165A_2","165A","OC","67","CC","67_165A",2,7.078,0.2736,0.2736,0.0043625,48,0.2014,1.18044379216318,1.143334726285,1.09176225234619
"67_165A_3","165A","OC","67","CC","67_165A",3,7.6654,0.2829,0.2829,0.00442083333333333,24,0.0784,1.25333551340746,1.17191383595692,1.11215932914046
"67_165A_4","165A","OC","67","CC","67_165A",4,7.65965,0.2739,0.2739,0.00441041666666667,24,0.082,1.18020523566663,1.08432304038005,1.06381909547739
"67_165A_5","165A","OC","67","CC","67_165A",5,7.1291,0.2474,0.2474,0.0042125,24,0.0728,1.0894517669532,0.998788857488898,1.02639593908629
"152B_122A_1","122A","OC","152B","OA","152B_122A",1,4.47575,0.2018,0.2018,0.00404583333333333,48,0.1437,0.544740333240023,0.716364927227547,1.00883116883117
"152B_122A_2","122A","OC","152B","OA","152B_122A",2,4.87575,0.2122,0.2122,0.00411666666666667,48,0.1511,0.571543281150178,0.705452127659574,0.957364341085271
"152B_122A_3","122A","OC","152B","OA","152B_122A",3,4.72495,0.2074,0.2074,0.00405,48,0.1479,0.599202323281,0.740978921043229,0.956222331529758
"152B_122A_4","122A","OC","152B","OA","152B_122A",4,5.38735,0.2212,0.2212,0.0041,48,0.1593,0.69975126478286,0.792263610315186,0.95859717486605
"152B_122A_5","122A","OC","152B","OA","152B_122A",5,5.29645,0.2196,0.2196,0.004125,48,0.1567,0.684928583898562,0.777345132743363,0.963972736124635
"147A_122A_1","122A","OC","147A","OC","147A_122A",1,6.3018,0.2552,0.2552,0.00446458333333333,48,0.1771,1.08279280749835,1.13371834740115,1.14783074450991
"147A_122A_2","122A","OC","147A","OC","147A_122A",2,6.3478,0.256,0.256,0.00447708333333333,48,0.1761,1.11112472540456,1.16363636363636,1.16856987493203
"147A_122A_3","122A","OC","147A","OC","147A_122A",3,6.26125,0.2525,0.2525,0.00438958333333333,48,0.1763,1.10818584070796,1.17223769730734,1.17643774427694
"147A_122A_4","122A","OC","147A","OC","147A_122A",4,5.7342,0.2464,0.2464,0.00446875,48,0.1661,0.968295916041168,1.1738923296808,1.2043795620438
"147A_122A_5","122A","OC","147A","OC","147A_122A",5,6.3468,0.2639,0.2639,0.00466666666666667,48,0.1819,1.10098618302932,1.24013157894737,1.27926898914906
"137B_122A_1","122A","OC","137B","OA","137B_122A",1,3.7596,0.1855,0.1855,0.00382916666666667,48,0.1265,0.638855375622355,0.841269841269841,0.990835579514825
"137B_122A_2","122A","OC","137B","OA","137B_122A",2,3.0539,0.1768,0.1768,0.0039125,48,0.1096,0.507111247644114,0.785777777777778,0.998936170212766
"137B_122A_3","122A","OC","137B","OA","137B_122A",3,3.2714,0.1757,0.1757,0.00386666666666667,48,0.1173,0.550972631578948,0.777089783281734,0.950819672131147
"137B_122A_4","122A","OC","137B","OA","137B_122A",4,3.29915,0.1741,0.1741,0.00378541666666667,48,0.1147,0.545891521609637,0.76561125769569,0.949817041296393
"137B_122A_5","122A","OC","137B","OA","137B_122A",5,3.8799,0.1826,0.1826,0.00384375,48,0.1273,0.597758348418904,0.801932367149758,1.01933701657459
"158_122A_1","122A","OC","158","OC","158_122A",1,5.11370000000001,0.1995,0.1995,0.00336041666666667,48,0.1442,0.909554978478176,0.952722063037249,1.01895135818067
"158_122A_2","122A","OC","158","OC","158_122A",2,5.0664,0.1971,0.1971,0.0034,48,0.1431,0.805750819046408,0.926221804511278,0.96283185840708
"158_122A_3","122A","OC","158","OC","158_122A",3,5.6958,0.2072,0.2072,0.00324375,48,0.1537,0.963650359943492,0.977358490566038,0.954044117647059
"158_122A_4","122A","OC","158","OC","158_122A",4,5.42525,0.2107,0.2107,0.003525,48,0.1522,0.871064335372414,0.965627864344638,0.993540810334704
